"","chrom","start","end","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"6291","chr17",79018688,79018689,"6","5","6","6","6","5","6","6","3","5","6","5","5","6","6","6","6","5","6","6","6","6","4","4","6","6","6","4","5","3","6","6","6","6","6","5","6","6","4","5","6","6","6","5","6","4","6","5","6","6","3","6","6","6","6","6","4","6","4","5"
"6292","chr17",79026407,79026408,"6","6","6","6","6","6","6","6","6","6","6","5","4","5","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","5","5","6","6","6","6","4","6","4","6","6","6","6","5","2","6","3","6","5","6","5","6","6","6","6","5"
"6293","chr17",79026439,79026440,"6","4","5","6","5","6","6","6","6","5","4","5","6","5","6","6","6","6","4","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","3","6","6","6","6","5","4","6","1","6","5","6","5","6","6","5","6"
"6294","chr17",79031544,79031545,"6","6","6","6","6","6","6","6","6","5","6","5","6","4","6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","4","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","5","6","6"
"6295","chr17",79031549,79031550,"6","6","6","6","5","5","6","4","6","6","6","6","6","6","6","5","5","6","6","6","6","6","6","6","6","5","6","5","4","6","6","6","6","6","6","6","6","6","6","6","6","5","5","5","6","6","6","6","6","5","5","6","5","6","5","5","6","6","6","4"
"6296","chr17",79038086,79038087,"6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","4","6","5","6","5","5","6","6","6","5","3","6","6","6","6","5","6","6","6","6","6","5","6","6","5","6","6","6","6","5","6"
"6297","chr17",79038100,79038101,"6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","5","5","6","6","6","6","6","6","6","6","5","5","6","6","6","5","6","6","6","6","6","4","6","6","6","6","6","5","6","6","4","6"
"6298","chr17",79038118,79038119,"6","4","5","6","6","6","6","5","5","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","6","4","6","6","5","6","5"
"6299","chr17",79038152,79038153,"6","4","6","5","6","5","6","6","6","6","6","5","6","6","5","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","5","5","6","6","6"
"6300","chr17",79038160,79038161,"6","6","6","6","6","4","6","6","6","5","6","6","5","5","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","5","6","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6"
"6301","chr17",79038176,79038177,"6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","5","5","6","6","5","6","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6"
"6302","chr17",79038203,79038204,"6","6","6","6","6","6","4","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","5","6","6"
"6303","chr17",79039571,79039572,"6","6","6","5","6","6","4","6","4","6","5","4","4","5","6","5","6","6","1","6","6","6","6","6","4","5","6","5","6","6","6","6","5","6","6","5","6","4","5","6","6","6","5","6","5","6","6","5","6","4","6","6","5","6","6","6","6","2","5","6"
"6304","chr17",79039614,79039615,"6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","3","5","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","4","6","6","6","6","6","6","5","6","6","6","6","5","4","6","6"
"6305","chr17",79039636,79039637,"6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"6306","chr17",79039700,79039701,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5"
"6307","chr17",79039713,79039714,"6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","5","6","5","6","6","6","6","6","6","6","6","6","5","5","5","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6"
"6308","chr17",79039761,79039762,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","4","6"
"6309","chr17",79045768,79045769,"5","4","6","5","6","6","6","6","5","5","6","6","5","6","6","6","6","5","6","4","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","5","6","6","6","6","6","5","4","6","6","6","6","6","6","6","5","6","6","6","6","6","6"
"6310","chr17",79061102,79061103,"4","6","4","3","6","1","5","6","3","6","3","5","2","6","6","6","6","6","4","6","6","5","6","5","6","6","3","5","6","5","6","1","4","6","6","5","3","2","4","3","4","6","4","6","6","2","6","2","5","4","6","6","2","2","4","4","5","4","5","5"
"6311","chr17",79069041,79069042,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"6312","chr17",79134949,79134950,"6","4","6","6","6","5","6","2","3","1","5","2","3","4","5","6","6","4","6","6","3","6","2","5","5","3","6","6","5","6","2","5","1","6","4","6","6","6","6","6","4","5","4","6","5","3","6","6","6","6","6","5","6","4","5","6","6","5","5","5"
"6313","chr17",79134966,79134967,"2","6","6","6","6","5","6","6","6","5","6","5","4","6","6","6","6","5","6","6","5","6","5","6","6","6","6","2","6","6","6","1","6","6","6","5","6","6","5","6","1","6","6","5","6","6","6","6","6","6","6","6","6","4","4","6","2","6","6","6"
"6314","chr17",79135016,79135017,"3","6","5","1","6","5","6","3","2","6","0","5","0","6","6","4","6","3","5","1","0","3","1","1","2","4","6","6","4","4","4","5","4","5","4","0","5","4","4","5","3","6","5","2","6","4","0","3","0","3","0","6","6","3","6","6","1","6","5","6"
"6315","chr17",79135039,79135040,"6","6","5","2","4","0","6","5","4","6","4","6","5","6","5","5","1","6","6","6","5","6","6","6","6","6","4","6","2","6","4","5","6","6","5","4","3","6","2","5","6","5","6","4","6","6","3","6","5","6","4","6","6","6","3","6","4","5","5","4"
"6316","chr17",79177036,79177037,"5","5","5","6","6","6","5","5","6","6","6","5","5","6","6","6","6","6","6","6","4","6","6","6","6","5","6","6","5","6","6","6","6","6","6","4","6","6","3","6","6","6","6","6","4","6","5","6","6","6","6","6","1","6","5","6","6","5","6","6"
"6317","chr17",79229264,79229265,"6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"6318","chr17",79229302,79229303,"6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","5","6","6","5","5","6","5","6","6","6","5","6","6","5","6","6","6","6","6","5","4","6","6","6","5","6","6","6","6","6","5","5","5","4","6","6","6","6","6","6","6","5","5"
"6319","chr17",79229312,79229313,"5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","5","6","5","5","6","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","3","6","6","5","6","6","5","6","6","5","6","6","6","6","6","6","6","4","6","6","6","3","6"
"6320","chr17",79229467,79229468,"6","6","5","5","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","4","6","6","6","5","6","5","6","6","6","4","6","6","6","5","5","6","6","6","2","6","4","6","6","3","4","6","5","6","6","6","4","6","6","5","6","6","6","5","5","6"
"6321","chr17",79235886,79235887,"6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5"
"6322","chr17",79235895,79235896,"6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","6","5","6","6","4","6","6","6","6","6","6","5","5","6","6","6","6","6","6","5","6","6","6","6","6","6","4","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6"
"6323","chr17",79235897,79235898,"6","6","5","6","6","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","2","6","6","6","5","6","6","6","5","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6"
"6324","chr17",79235907,79235908,"6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","4","6","5","6","5","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"6325","chr17",79235934,79235935,"6","6","6","6","5","6","6","6","6","5","5","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"6326","chr17",79235939,79235940,"6","6","6","4","6","6","6","6","6","6","6","5","6","6","6","6","5","6","5","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"6327","chr17",79239431,79239432,"6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","5","6","6","6","6"
"6328","chr17",79255960,79255961,"6","6","5","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","4","6","6","6","6","6","6","6","6","6"
"6329","chr17",79255970,79255971,"6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","6","4","6","6","5","6","6","6","6","6","3","6","6","6","5","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"6330","chr17",79255972,79255973,"6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","5","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"6331","chr17",79255974,79255975,"6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","4","6","6","6","6","6","6"
"6332","chr17",79255980,79255981,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"6333","chr17",79255990,79255991,"6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6"
"6334","chr17",79290342,79290343,"6","6","3","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","5","6","5","6","5","6","5","6","6","6","5","6","6","6","6","6","5","6","6","5","6","5","6","6","6","6","6"
"6335","chr17",79290349,79290350,"6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6"
"6336","chr17",79290352,79290353,"6","6","6","6","6","6","5","5","6","6","1","6","6","6","5","6","6","6","6","6","4","6","5","6","4","6","6","6","6","6","4","4","6","6","6","6","6","6","5","6","6","6","6","4","6","6","5","5","6","6","6","6","6","6","6","6","6","3","4","6"
"6337","chr17",79290374,79290375,"2","6","6","3","6","5","6","6","6","6","6","4","6","6","6","6","3","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","5","5","6","6","6","4","6","5","6","6","6","6","6","6","6","6","6","6","6"
"6338","chr17",79302025,79302026,"6","6","6","6","6","6","4","6","5","6","6","4","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6"
"6339","chr17",79302092,79302093,"6","6","6","4","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","5","4","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","5","6","6"
"6340","chr17",79302545,79302546,"4","4","1","6","5","2","2","3","6","6","3","2","3","4","2","2","3","5","5","2","1","4","6","2","5","0","4","4","6","6","6","2","1","0","6","2","2","1","6","6","5","1","0","2","2","4","5","3","3","0","4","0","5","5","3","0","1","5","3","4"
"6341","chr17",79302610,79302611,"6","5","6","6","4","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","6","6","6","4","6","6","6","6","5","5","6","6","6","6","4","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","2","6","5","6","3","6"
"6342","chr17",79302613,79302614,"5","6","6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4"
"6343","chr17",79302649,79302650,"6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","3","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","5","5","6","6","6","5","6","6","6","6"
"6344","chr17",79302657,79302658,"6","6","6","6","6","6","5","4","2","6","6","5","5","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","5","6","3","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"6345","chr17",79304509,79304510,"5","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","5","6","6","6","5","6","6","6","5","5","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","5","5","5","6","6","6","5","6","6","6","6","5","5"
"6346","chr17",79304648,79304649,"6","6","6","6","6","5","6","6","6","6","6","6","5","5","5","6","6","6","6","6","6","4","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","3","6","6","6","6","6","4","6","3","6","6","6","5","2","6","5"
"6347","chr17",79304682,79304683,"6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","4","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6"
"6348","chr17",79304694,79304695,"6","6","6","6","6","6","5","5","6","6","6","6","6","6","6","6","5","2","6","6","5","5","6","5","6","6","6","6","5","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","5","6","6","6","6","5","6","6"
"6349","chr17",79307067,79307068,"1","6","6","5","1","5","3","5","5","6","6","4","6","1","4","2","4","6","6","5","6","3","4","2","4","3","6","6","6","6","6","6","6","6","3","6","6","5","5","6","6","5","2","4","4","6","4","6","1","3","4","6","5","2","3","6","6","6","6","6"
"6350","chr17",79311027,79311028,"0","0","2","0","2","6","0","0","0","0","0","0","2","4","5","2","2","0","0","0","0","0","0","0","1","5","0","0","0","4","3","2","4","0","5","0","0","1","2","3","3","0","3","4","0","2","3","0","0","1","0","0","0","1","1","1","0","0","0","0"
"6351","chr17",79338438,79338439,"6","6","3","6","5","5","6","6","6","6","6","6","3","6","6","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","5","4","6","6","6","6","6","6","6","6","6","2","4","5","5","6","6","6","6","6","6","5","6","6","6","3","6","4","6"
"6352","chr17",79338476,79338477,"6","6","6","6","6","6","5","5","4","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","3","5","6","6","6","6","6","5","6","6","6","6","3","6","6","6","6","2","5","6","6","6","6","6","5","6","4","6","6","6","5","6","6","5","6","6"
"6353","chr17",79339870,79339871,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6354","chr17",79339913,79339914,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"6355","chr17",79353253,79353254,"2","0","5","0","1","4","6","6","0","5","1","1","1","6","0","2","2","3","1","5","5","1","6","4","3","4","1","2","3","0","0","2","0","5","0","6","1","1","2","1","6","3","4","1","1","6","0","4","2","0","3","5","3","5","5","4","2","0","3","0"
"6356","chr17",79353272,79353273,"0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","1","0","0","0","0","0","1","2","0","0","5","0","0","0","0","0","0","0","0","0","4","0"
"6357","chr17",79353319,79353320,"0","0","0","1","4","0","1","0","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","4","0","0","0","0","0","3","0","0","0","0","2","0","2","0","0","0","0","3","0","0","5","0","0","0","3","0","1","0","0","0","0"
"6358","chr17",79365634,79365635,"6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","5","6","6","6","6","6","5","4","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","5","6","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","5","5","5"
"6359","chr17",79365696,79365697,"4","6","6","4","5","6","6","6","4","6","5","6","6","4","6","6","6","6","0","6","6","4","6","6","6","6","5","1","5","5","3","3","4","6","6","3","6","6","6","2","6","6","3","4","6","6","6","5","6","6","6","4","6","4","3","6","4","6","6","5"
"6360","chr17",79368720,79368721,"0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0"
"6361","chr17",79368857,79368858,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6362","chr17",79368871,79368872,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6363","chr17",79390609,79390610,"5","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","6"
"6364","chr17",79390613,79390614,"6","6","6","6","6","6","6","5","5","5","6","5","6","5","5","6","4","6","6","6","4","6","6","6","6","6","6","4","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","5","5","6"
"6365","chr17",79390716,79390717,"6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6","6","4","6","6","6","6","5","6","5","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"6366","chr17",79390725,79390726,"6","5","6","6","5","5","6","6","6","6","5","6","6","4","5","5","5","4","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","5","6","4","6","6"
"6367","chr17",79390775,79390776,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","5","6","6","4","6","6","6","6","5","5","6","6","6","6","6","6","5","5","5","6","6","6","6","6","6","6","6"
"6368","chr17",79390781,79390782,"6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","5","6","5","6","5","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","5","6","6","5","6","6","5","6","6","6","6","5"
"6369","chr17",79393826,79393827,"0","1","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","1","1","0","0","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","2","1","1","1","0","0","0","0","0","3","1"
"6370","chr17",79393862,79393863,"0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","5","0","0","0","0","2","0","2","0","0","0","0","0","0","0","1","2","0","0","2"
"6371","chr17",79393927,79393928,"6","6","6","6","4","4","6","3","2","6","1","6","5","6","5","6","5","6","4","6","5","6","5","6","1","6","4","4","6","3","6","3","6","1","4","6","3","6","3","5","6","3","4","6","4","6","2","3","6","6","6","5","5","6","5","6","6","4","3","2"
"6372","chr17",79394058,79394059,"6","4","4","3","3","4","0","3","5","0","3","3","3","6","5","3","6","2","4","0","0","3","2","3","6","4","3","3","1","3","5","0","5","4","5","5","5","5","6","5","3","6","5","6","6","6","3","3","1","3","4","1","3","5","1","2","6","6","5","2"
"6373","chr17",79394127,79394128,"6","5","6","5","6","6","6","6","6","5","6","5","6","6","6","6","6","6","5","6","5","5","6","6","6","5","4","4","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","5","5","6","6","4","6","6","6","6","6"
"6374","chr17",79401095,79401096,"5","5","2","3","6","3","4","4","6","6","5","6","3","5","6","6","5","4","6","6","3","2","2","5","0","6","6","5","6","5","4","5","5","6","5","5","2","6","4","6","5","6","6","5","4","6","2","3","3","6","6","6","4","3","6","6","2","3","6","6"
"6375","chr17",79439143,79439144,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6376","chr17",79484402,79484403,"4","6","6","6","6","6","6","5","6","6","5","6","5","5","6","6","5","6","6","6","4","2","5","6","6","6","4","4","6","6","5","4","6","5","6","6","6","6","6","6","6","6","4","6","6","6","3","5","6","6","6","6","4","6","6","6","6","6","6","6"
"6377","chr17",79484959,79484960,"6","3","2","5","5","4","6","6","6","2","5","2","6","4","4","3","6","6","3","6","2","3","4","4","5","3","5","6","6","6","6","5","2","6","2","4","5","5","6","6","5","6","4","4","4","5","3","5","6","5","5","6","3","5","5","2","6","4","6","4"
"6378","chr17",79485010,79485011,"6","6","4","5","6","6","6","6","5","5","6","6","5","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6","3","6","6","3","6","6","6","6","5","5","6","6","6","6"
"6379","chr17",79485012,79485013,"6","6","6","6","6","6","6","6","5","6","5","5","6","6","5","4","6","6","5","6","6","6","5","4","6","6","6","6","6","6","1","6","6","6","6","6","2","6","6","6","6","6","6","6","3","6","6","6","6","5","5","6","6","6","6","6","6","6","5","6"
"6380","chr17",79504669,79504670,"0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0"
"6381","chr17",79504676,79504677,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6382","chr17",79504687,79504688,"3","0","0","1","0","0","0","1","1","0","0","5","2","0","0","0","0","0","0","2","1","0","1","1","0","0","1","1","1","2","0","0","0","0","0","4","2","1","1","0","0","2","2","0","3","2","0","2","1","1","4","0","0","4","1","0","2","2","0","1"
"6383","chr17",79504693,79504694,"5","1","0","1","3","4","1","2","0","1","0","2","2","0","0","0","0","0","1","0","5","0","0","0","0","0","4","0","0","1","5","0","2","2","0","0","2","0","0","0","0","0","4","3","0","0","0","0","0","0","1","0","1","1","1","0","0","2","0","0"
"6384","chr17",79504744,79504745,"5","3","0","0","1","1","0","5","5","0","0","0","0","2","0","1","2","5","2","1","2","1","1","0","2","1","4","2","0","0","1","0","0","0","0","4","0","1","0","2","0","6","0","0","5","4","0","1","1","0","1","1","0","0","0","0","0","3","2","1"
"6385","chr17",79504763,79504764,"1","0","1","0","0","0","1","2","1","0","3","1","0","0","3","0","0","2","2","2","0","0","3","0","0","3","4","1","3","1","0","1","0","1","5","1","0","0","0","0","0","0","1","2","2","1","1","0","3","1","0","3","1","1","0","1","1","1","3","2"
"6386","chr17",79652127,79652128,"0","0","2","0","0","5","0","0","0","2","0","2","3","2","0","0","0","0","5","0","2","3","5","1","3","0","0","1","3","3","4","1","1","4","0","2","0","3","1","2","1","0","3","5","0","1","0","3","3","3","1","3","0","4","1","0","4","2","0","0"
"6387","chr17",79652229,79652230,"4","2","1","3","1","5","0","3","6","4","0","5","3","0","5","1","1","4","2","2","6","6","4","6","0","4","4","4","3","0","2","1","0","3","1","3","3","5","3","6","6","5","6","2","0","1","1","1","1","0","1","3","0","3","2","3","5","3","6","0"
"6388","chr17",79673038,79673039,"2","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","5","4","6","6","6","6","6","6","6","6","6"
"6389","chr17",79673048,79673049,"6","6","6","6","6","5","6","6","6","5","6","6","6","5","6","6","6","5","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6"
"6390","chr17",79673064,79673065,"6","5","6","4","6","6","6","6","6","6","2","5","5","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","5","6","4","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","4","6","5","6","4","6","6","6","6","6","6","6","6"
