"","chrom","start","end","meth","cov","avg"
"30274","chr2",240198996,240199296,18,21,0.857142857142857
"30275","chr2",240200831,240201131,0,0,NA
"30276","chr2",240205019,240205319,17,17,1
"30277","chr2",240205686,240205921,1,1,1
"30278","chr2",240207151,240207451,0,0,NA
"30279","chr2",240207455,240207755,6,7,0.857142857142857
"30280","chr2",240212906,240213114,7,7,1
"30281","chr2",240213114,240213322,0,0,NA
"30282","chr2",240216499,240216799,24,25,0.96
"30283","chr2",240217520,240217820,0,0,NA
"30284","chr2",240217925,240218225,5,5,1
"30285","chr2",240230436,240230738,28,28,1
"30286","chr2",240230738,240231041,1,1,1
"30287","chr2",240232892,240233140,13,15,0.866666666666667
"30288","chr2",240233140,240233389,6,6,1
"30289","chr2",240249019,240249319,2,2,1
"30290","chr2",240259062,240259362,8,9,0.888888888888889
"30291","chr2",240259777,240260077,9,10,0.9
"30292","chr2",240265764,240266064,5,5,1
"30293","chr2",240270642,240271033,9,9,1
"30294","chr2",240288546,240288846,0,0,NA
"30295","chr2",240290560,240290860,4,5,0.8
"30296","chr2",240291540,240291806,0,0,NA
"30297","chr2",240298084,240298384,5,6,0.833333333333333
"30298","chr2",240299967,240300267,18,22,0.818181818181818
"30299","chr2",240301780,240302080,17,17,1
"30300","chr2",240302719,240303004,0,0,NA
"30301","chr2",240362486,240362699,0,0,NA
"30302","chr2",240366265,240366565,0,0,NA
"30303","chr2",240387439,240387739,14,26,0.538461538461538
"30304","chr2",240420453,240420753,7,13,0.538461538461538
"30305","chr2",240453859,240454159,0,1,0
"30306","chr2",240523373,240523673,4,7,0.571428571428571
"30307","chr2",240649574,240649874,9,12,0.75
"30308","chr2",240723795,240724095,3,3,1
"30309","chr2",240734829,240735129,3,3,1
"30310","chr2",240736135,240736435,0,0,NA
"30311","chr2",240884774,240885074,7,8,0.875
"30312","chr2",240970112,240970412,5,13,0.384615384615385
"30313","chr2",241069722,241070022,3,3,1
"30314","chr2",241187278,241187578,6,8,0.75
"30315","chr2",241189954,241190249,7,9,0.777777777777778
"30316","chr2",241190249,241190544,2,6,0.333333333333333
"30317","chr2",241259959,241260259,6,6,1
"30318","chr2",241265038,241265338,0,4,0
"30319","chr2",241290295,241290532,3,4,0.75
"30320","chr2",241290532,241290769,6,6,1
"30321","chr2",241308793,241308983,1,4,0.25
"30322","chr2",241309847,241310147,17,23,0.739130434782609
"30323","chr2",241310439,241310648,5,5,1
"30324","chr2",241313463,241313763,6,6,1
"30325","chr2",241326781,241327081,7,13,0.538461538461538
"30326","chr2",241377723,241378023,1,23,0.0434782608695652
"30327","chr2",241390906,241391206,18,21,0.857142857142857
"30328","chr2",241407871,241408171,4,4,1
"30329","chr2",241458735,241459055,7,8,0.875
"30330","chr2",241459055,241459376,0,0,NA
"30331","chr2",241500800,241501100,0,0,NA
"30332","chr2",241505050,241505350,0,19,0
"30333","chr2",241519265,241519565,2,31,0.0645161290322581
"30334","chr2",241519758,241520058,2,5,0.4
"30335","chr2",241526891,241527191,4,4,1
"30336","chr2",241543326,241543626,12,12,1
"30337","chr2",241562273,241562453,9,10,0.9
"30338","chr2",241567212,241567512,15,16,0.9375
"30339","chr2",241585682,241585982,1,1,1
"30340","chr2",241623377,241623677,6,6,1
"30341","chr2",241771203,241771517,10,17,0.588235294117647
"30342","chr2",241772159,241772393,9,10,0.9
"30343","chr2",241796700,241797000,7,8,0.875
"30344","chr2",241807930,241808230,5,6,0.833333333333333
"30345","chr2",241813150,241813312,16,17,0.941176470588235
"30346","chr2",241815331,241815631,11,16,0.6875
"30347","chr2",241816193,241816493,14,14,1
"30348","chr2",241834688,241834963,33,34,0.970588235294118
"30349","chr2",241834963,241835238,15,16,0.9375
"30350","chr2",241835660,241835960,0,4,0
"30351","chr2",241836663,241836963,9,9,1
"30352","chr2",241844668,241844968,4,6,0.666666666666667
"30353","chr2",241848728,241849028,17,26,0.653846153846154
"30354","chr2",241852950,241853246,7,10,0.7
"30355","chr2",241853246,241853543,14,52,0.269230769230769
"30356","chr2",241853672,241853887,12,42,0.285714285714286
"30357","chr2",241855228,241855494,29,36,0.805555555555556
"30358","chr2",241855494,241855760,9,15,0.6
"30359","chr2",241860167,241860467,1,2,0.5
"30360","chr2",241866094,241866394,10,11,0.909090909090909
"30361","chr2",241901714,241901962,5,7,0.714285714285714
"30362","chr2",241923204,241923504,2,8,0.25
"30363","chr2",241974766,241975066,34,35,0.971428571428571
"30364","chr2",241987889,241988189,39,40,0.975
"30365","chr2",242083314,242083614,5,7,0.714285714285714
"30366","chr2",242101157,242101457,8,10,0.8
"30367","chr2",242143387,242143687,14,16,0.875
"30368","chr2",242156671,242156971,45,47,0.957446808510638
"30369","chr2",242209355,242209655,19,19,1
"30370","chr2",242210085,242210385,7,7,1
"30371","chr2",242210511,242210811,3,3,1
"30372","chr2",242290819,242291119,4,5,0.8
"30373","chr2",242294308,242294608,6,9,0.666666666666667
"30374","chr2",242297911,242298211,2,3,0.666666666666667
"30375","chr2",242298610,242298910,4,5,0.8
"30376","chr2",242306474,242306774,0,0,NA
"30377","chr2",242311713,242312013,0,0,NA
"30378","chr2",242339335,242339635,6,7,0.857142857142857
"30379","chr2",242339731,242340031,2,2,1
"30380","chr2",242448641,242448941,25,26,0.961538461538461
"30381","chr2",242478013,242478313,10,10,1
"30382","chr2",242481666,242481966,22,24,0.916666666666667
"30383","chr2",242483316,242483616,0,0,NA
"30384","chr2",242491793,242492093,32,33,0.96969696969697
"30385","chr2",242499776,242500076,6,8,0.75
"30386","chr2",242501555,242501740,3,5,0.6
"30387","chr2",242503599,242503899,21,28,0.75
"30388","chr2",242620155,242620455,2,2,1
"30389","chr2",242710991,242711195,8,9,0.888888888888889
"30390","chr2",242713639,242713902,64,70,0.914285714285714
"30391","chr2",242715085,242715300,32,36,0.888888888888889
"30392","chr2",242716040,242716331,33,38,0.868421052631579
"30393","chr2",242716331,242716622,20,24,0.833333333333333
"30394","chr2",242734984,242735323,20,24,0.833333333333333
"30395","chr2",242735323,242735663,37,39,0.948717948717949
"30396","chr2",242737246,242737493,2,4,0.5
"30397","chr2",242749759,242750059,18,19,0.947368421052632
"30398","chr2",242750479,242750779,9,13,0.692307692307692
"30399","chr2",242755151,242755451,4,11,0.363636363636364
"30400","chr2",242757074,242757374,26,30,0.866666666666667
"30401","chr2",242763831,242764131,36,39,0.923076923076923
"30402","chr2",242785373,242785673,12,13,0.923076923076923
"30403","chr2",242801899,242802199,70,72,0.972222222222222
"30404","chr2",242805977,242806268,9,10,0.9
"30405","chr2",242820471,242820771,11,11,1
"30406","chr2",242823124,242823314,2,6,0.333333333333333
"30407","chr2",242824119,242824419,0,10,0
"30408","chr2",242832645,242832945,4,4,1
"30409","chr2",242832963,242833380,14,14,1
"30410","chr2",242833380,242833797,49,50,0.98
"30411","chr2",242833923,242834223,8,8,1
"30412","chr2",242835014,242835314,31,35,0.885714285714286
"30413","chr2",242841088,242841363,19,22,0.863636363636364
"30414","chr2",242841363,242841639,23,24,0.958333333333333
"30415","chr2",242842879,242843179,25,25,1
"30416","chr2",242867582,242867760,3,4,0.75
"30417","chr2",242868861,242869161,16,18,0.888888888888889
"30418","chr2",242875752,242876052,0,0,NA
"30419","chr2",242889548,242889848,45,46,0.978260869565217
"30420","chr2",242892664,242892964,4,11,0.363636363636364
"30421","chr2",242927267,242927498,7,11,0.636363636363636
"30422","chr2",242953785,242953967,4,4,1
"30423","chr2",242954073,242954253,2,9,0.222222222222222
"30424","chr2",242985601,242985901,4,7,0.571428571428571
"30425","chr2",242999106,242999406,9,9,1
"30426","chr2",243017240,243017540,2,2,1
"30427","chr2",243017784,243017942,0,0,NA
"30428","chr20",342278,342578,13,13,1
"30429","chr20",351500,351800,5,6,0.833333333333333
"30430","chr20",351992,352292,15,21,0.714285714285714
"30431","chr20",380991,381291,0,0,NA
"30432","chr20",400341,400720,9,43,0.209302325581395
"30433","chr20",402023,402314,8,8,1
"30434","chr20",516226,516526,0,0,NA
"30435","chr20",631310,631610,26,27,0.962962962962963
"30436","chr20",646791,647091,5,6,0.833333333333333
"30437","chr20",709203,709541,5,24,0.208333333333333
"30438","chr20",752541,752948,7,7,1
"30439","chr20",752948,753356,5,5,1
"30440","chr20",753410,753710,23,23,1
"30441","chr20",803832,804132,2,3,0.666666666666667
"30442","chr20",823181,823481,3,4,0.75
"30443","chr20",824507,824807,15,17,0.882352941176471
"30444","chr20",836304,836604,9,9,1
"30445","chr20",865860,866160,19,21,0.904761904761905
"30446","chr20",1043330,1043630,2,3,0.666666666666667
"30447","chr20",1103129,1103429,0,0,NA
"30448","chr20",1165055,1165355,62,67,0.925373134328358
"30449","chr20",1166993,1167293,19,21,0.904761904761905
"30450","chr20",1275274,1275574,4,4,1
"30451","chr20",1308972,1309268,3,4,0.75
"30452","chr20",1309268,1309564,7,7,1
"30453","chr20",1396415,1396715,1,10,0.1
"30454","chr20",1444479,1444779,2,2,1
"30455","chr20",1447697,1447997,1,32,0.03125
"30456","chr20",1452880,1453180,4,4,1
"30457","chr20",1753801,1754101,1,2,0.5
"30458","chr20",1756935,1757235,2,2,1
"30459","chr20",1757419,1757690,3,18,0.166666666666667
"30460","chr20",1760356,1760656,2,2,1
"30461","chr20",1825496,1825781,11,17,0.647058823529412
"30462","chr20",1825781,1826067,0,3,0
"30463","chr20",1871427,1871727,18,18,1
"30464","chr20",1878495,1878795,4,4,1
"30465","chr20",1914080,1914380,8,9,0.888888888888889
"30466","chr20",1916071,1916371,15,15,1
"30467","chr20",1924414,1924714,9,9,1
"30468","chr20",2086481,2086781,0,0,NA
"30469","chr20",2089933,2090233,2,2,1
"30470","chr20",2108265,2108565,6,10,0.6
"30471","chr20",2187382,2187641,0,0,NA
"30472","chr20",2188350,2188724,1,40,0.025
"30473","chr20",2191578,2191878,1,1,1
"30474","chr20",2265825,2266125,2,2,1
"30475","chr20",2284856,2285156,8,9,0.888888888888889
"30476","chr20",2286227,2286527,0,3,0
"30477","chr20",2305596,2305896,0,0,NA
"30478","chr20",2310443,2310743,2,2,1
"30479","chr20",2601260,2601560,0,0,NA
"30480","chr20",2634587,2634823,5,9,0.555555555555556
"30481","chr20",2634823,2635059,8,11,0.727272727272727
"30482","chr20",2645150,2645450,6,9,0.666666666666667
"30483","chr20",2668561,2668861,1,15,0.0666666666666667
"30484","chr20",2668875,2669175,5,17,0.294117647058824
"30485","chr20",2675845,2676145,12,12,1
"30486","chr20",2726279,2726579,24,25,0.96
"30487","chr20",2728425,2728725,4,6,0.666666666666667
"30488","chr20",2731409,2731709,19,23,0.826086956521739
"30489","chr20",2802156,2802456,18,18,1
"30490","chr20",2822070,2822370,1,1,1
"30491","chr20",2855172,2855472,7,9,0.777777777777778
"30492","chr20",2928082,2928382,1,1,1
"30493","chr20",2962961,2963261,1,2,0.5
"30494","chr20",3024060,3024360,9,9,1
"30495","chr20",3062193,3062493,34,36,0.944444444444444
"30496","chr20",3065278,3065578,27,33,0.818181818181818
"30497","chr20",3137615,3137915,0,0,NA
"30498","chr20",3189160,3189662,1,11,0.0909090909090909
"30499","chr20",3189662,3190165,3,80,0.0375
"30500","chr20",3203180,3203480,9,10,0.9
"30501","chr20",3204545,3204845,16,18,0.888888888888889
"30502","chr20",3207539,3207839,46,49,0.938775510204082
"30503","chr20",3225189,3225489,1,2,0.5
"30504","chr20",3228465,3228765,1,2,0.5
"30505","chr20",3726177,3726477,28,31,0.903225806451613
"30506","chr20",3731183,3731483,32,34,0.941176470588235
"30507","chr20",3745666,3745966,5,5,1
"30508","chr20",3746141,3746441,3,3,1
"30509","chr20",3749687,3749987,5,7,0.714285714285714
"30510","chr20",3757855,3758155,5,5,1
"30511","chr20",3765878,3766178,19,19,1
"30512","chr20",3778504,3778804,0,0,NA
"30513","chr20",3789022,3789322,1,3,0.333333333333333
"30514","chr20",3791907,3792207,0,2,0
"30515","chr20",3792456,3792756,0,20,0
"30516","chr20",3794489,3794789,10,11,0.909090909090909
"30517","chr20",3838185,3838485,25,26,0.961538461538461
"30518","chr20",3873253,3873553,26,26,1
"30519","chr20",3915417,3915586,5,6,0.833333333333333
"30520","chr20",3960838,3961138,6,7,0.857142857142857
"30521","chr20",3992636,3992936,0,0,NA
"30522","chr20",4045530,4045830,6,6,1
"30523","chr20",4116975,4117275,1,1,1
"30524","chr20",4224100,4224400,28,32,0.875
"30525","chr20",4307718,4308018,3,3,1
"30526","chr20",4493314,4493614,0,4,0
"30527","chr20",4594300,4594600,1,3,0.333333333333333
"30528","chr20",4665475,4665775,15,17,0.882352941176471
"30529","chr20",4670780,4671080,1,1,1
"30530","chr20",4793460,4793760,28,29,0.96551724137931
"30531","chr20",4795685,4796005,9,10,0.9
"30532","chr20",4800604,4800904,6,6,1
"30533","chr20",4801336,4801636,2,4,0.5
"30534","chr20",4878103,4878403,4,5,0.8
"30535","chr20",4879110,4879276,8,10,0.8
"30536","chr20",4954182,4954482,0,24,0
"30537","chr20",5054067,5054367,3,6,0.5
"30538","chr20",5104535,5104835,1,1,1
"30539","chr20",5248588,5248888,1,2,0.5
"30540","chr20",5279465,5279765,1,1,1
"30541","chr20",5281023,5281323,2,2,1
"30542","chr20",5301396,5301696,4,7,0.571428571428571
"30543","chr20",5583994,5584294,3,3,1
"30544","chr20",5588891,5589191,0,0,NA
"30545","chr20",5626107,5626407,3,3,1
"30546","chr20",5640250,5640550,5,6,0.833333333333333
"30547","chr20",5829310,5829610,3,3,1
"30548","chr20",6023027,6023327,6,6,1
"30549","chr20",6034086,6034386,2,2,1
"30550","chr20",6469541,6469841,0,1,0
"30551","chr20",6473200,6473500,0,3,0
"30552","chr20",6671947,6672247,1,2,0.5
"30553","chr20",6673484,6673784,1,6,0.166666666666667
"30554","chr20",6678225,6678525,3,33,0.0909090909090909
"30555","chr20",6678987,6679287,3,9,0.333333333333333
"30556","chr20",6689038,6689338,0,2,0
"30557","chr20",6747015,6747286,6,7,0.857142857142857
"30558","chr20",6747286,6747558,0,7,0
"30559","chr20",6751284,6751584,1,5,0.2
"30560","chr20",8109929,8110229,2,2,1
"30561","chr20",8834652,8834952,1,1,1
"30562","chr20",8962130,8962430,5,5,1
"30563","chr20",9141464,9141764,0,0,NA
"30564","chr20",9282364,9282664,2,2,1
"30565","chr20",9340245,9340545,0,0,NA
"30566","chr20",9350455,9350755,13,15,0.866666666666667
"30567","chr20",9369195,9369495,0,0,NA
"30568","chr20",9489975,9490275,4,4,1
"30569","chr20",9491408,9491708,4,4,1
"30570","chr20",9497179,9497479,0,0,NA
"30571","chr20",10153204,10153504,11,24,0.458333333333333
"30572","chr20",10546640,10546940,2,2,1
"30573","chr20",10649728,10649909,7,7,1
"30574","chr20",10649909,10650091,4,4,1
"30575","chr20",10829200,10829500,2,2,1
"30576","chr20",11188567,11188867,0,3,0
"30577","chr20",11436776,11437076,0,0,NA
"30578","chr20",11666654,11666954,1,1,1
"30579","chr20",11668074,11668374,5,6,0.833333333333333
"30580","chr20",11771873,11772173,0,0,NA
"30581","chr20",11874733,11875033,0,0,NA
"30582","chr20",12951341,12951641,0,7,0
"30583","chr20",13316878,13317178,3,3,1
"30584","chr20",13761428,13761728,3,3,1
"30585","chr20",13977078,13977378,7,7,1
"30586","chr20",14900522,14900822,3,5,0.6
"30587","chr20",14967408,14967708,6,6,1
"30588","chr20",15020288,15020588,0,0,NA
"30589","chr20",16710137,16710437,1,3,0.333333333333333
"30590","chr20",17506026,17506326,3,5,0.6
"30591","chr20",17514246,17514546,0,0,NA
"30592","chr20",17537816,17538116,7,9,0.777777777777778
"30593","chr20",17538887,17539187,0,0,NA
"30594","chr20",17539838,17540138,2,2,1
"30595","chr20",17574010,17574310,4,4,1
"30596","chr20",17582601,17582901,5,5,1
"30597","chr20",17585753,17586053,2,2,1
"30598","chr20",17592784,17593084,17,19,0.894736842105263
"30599","chr20",17593460,17593630,12,15,0.8
"30600","chr20",17598205,17598505,7,11,0.636363636363636
"30601","chr20",17601287,17601587,56,60,0.933333333333333
"30602","chr20",17641581,17641881,2,2,1
"30603","chr20",17660801,17660971,1,5,0.2
"30604","chr20",17691006,17691304,9,9,1
"30605","chr20",17691304,17691603,9,10,0.9
"30606","chr20",17715765,17716065,4,4,1
"30607","chr20",17803199,17803499,13,15,0.866666666666667
"30608","chr20",17804040,17804340,16,16,1
"30609","chr20",17838490,17838790,2,2,1
"30610","chr20",17853971,17854271,8,8,1
"30611","chr20",17868580,17868880,22,27,0.814814814814815
"30612","chr20",17909385,17909685,25,32,0.78125
"30613","chr20",17941720,17942020,0,1,0
"30614","chr20",17950831,17951131,3,3,1
"30615","chr20",18035862,18036162,2,3,0.666666666666667
"30616","chr20",18039150,18039450,0,9,0
"30617","chr20",18178140,18178440,4,6,0.666666666666667
"30618","chr20",18473737,18474037,3,3,1
"30619","chr20",18708019,18708319,16,19,0.842105263157895
"30620","chr20",18729295,18729595,2,2,1
"30621","chr20",19027798,19028098,1,5,0.2
"30622","chr20",19189646,19189946,2,2,1
"30623","chr20",19256536,19256836,8,12,0.666666666666667
"30624","chr20",19671912,19672212,5,5,1
"30625","chr20",19739271,19739571,97,99,0.97979797979798
"30626","chr20",19739621,19739852,3,3,1
"30627","chr20",19739852,19740084,18,18,1
"30628","chr20",19765192,19765389,1,5,0.2
"30629","chr20",19765389,19765587,0,9,0
"30630","chr20",19868649,19868949,2,4,0.5
"30631","chr20",19868950,19869177,7,7,1
"30632","chr20",19869177,19869404,13,16,0.8125
"30633","chr20",19869887,19870187,4,5,0.8
"30634","chr20",19885216,19885516,6,6,1
"30635","chr20",19909219,19909388,8,8,1
"30636","chr20",19917080,19917380,7,7,1
"30637","chr20",19951867,19952167,4,4,1
"30638","chr20",19954437,19954737,4,4,1
"30639","chr20",19974825,19975125,2,3,0.666666666666667
"30640","chr20",19995359,19995659,0,1,0
"30641","chr20",20032075,20032237,0,1,0
"30642","chr20",20346015,20346315,1,2,0.5
"30643","chr20",20351682,20351916,1,1,1
"30644","chr20",20432911,20433194,5,5,1
"30645","chr20",20433194,20433477,8,8,1
"30646","chr20",20529960,20530260,5,6,0.833333333333333
"30647","chr20",20661918,20662218,7,7,1
"30648","chr20",20692067,20692367,5,6,0.833333333333333
"30649","chr20",20762895,20763195,7,7,1
"30650","chr20",20763920,20764220,0,2,0
"30651","chr20",21077514,21077814,0,0,NA
"30652","chr20",21082912,21083246,26,28,0.928571428571429
"30653","chr20",21084853,21085037,8,8,1
"30654","chr20",21085037,21085222,8,8,1
"30655","chr20",21085832,21086158,6,7,0.857142857142857
"30656","chr20",21371396,21371696,11,13,0.846153846153846
"30657","chr20",21372470,21372629,10,10,1
"30658","chr20",21372656,21372956,14,14,1
"30659","chr20",21485782,21486082,4,34,0.117647058823529
"30660","chr20",21487261,21487561,6,7,0.857142857142857
"30661","chr20",21488047,21488347,6,6,1
"30662","chr20",21489719,21490019,9,11,0.818181818181818
"30663","chr20",21496562,21496862,10,12,0.833333333333333
"30664","chr20",21497293,21497558,4,5,0.8
"30665","chr20",21497691,21498067,56,61,0.918032786885246
"30666","chr20",21498067,21498443,56,59,0.949152542372881
"30667","chr20",21498770,21499070,18,23,0.782608695652174
"30668","chr20",21500186,21500486,0,0,NA
"30669","chr20",21504295,21504595,18,31,0.580645161290323
"30670","chr20",21682432,21682654,2,3,0.666666666666667
"30671","chr20",21683610,21683894,42,64,0.65625
"30672","chr20",21689608,21689908,12,19,0.631578947368421
"30673","chr20",21690408,21690708,2,6,0.333333333333333
"30674","chr20",21697882,21698182,7,9,0.777777777777778
"30675","chr20",22355467,22355767,0,1,0
"30676","chr20",22547381,22547681,0,0,NA
"30677","chr20",22549978,22550278,2,7,0.285714285714286
"30678","chr20",22555055,22555355,0,3,0
"30679","chr20",22565730,22566084,10,10,1
"30680","chr20",22566084,22566438,6,10,0.6
"30681","chr20",22566726,22567495,22,26,0.846153846153846
"30682","chr20",22567495,22568265,23,30,0.766666666666667
"30683","chr20",22699766,22700066,3,6,0.5
"30684","chr20",22795534,22795834,1,7,0.142857142857143
"30685","chr20",23018115,23018415,0,1,0
"30686","chr20",23019299,23019599,5,12,0.416666666666667
"30687","chr20",23129463,23129763,4,4,1
"30688","chr20",23135927,23136227,0,0,NA
"30689","chr20",23329979,23330279,0,0,NA
"30690","chr20",23338190,23338490,0,37,0
"30691","chr20",23346527,23346827,4,4,1
"30692","chr20",23609538,23609838,7,7,1
"30693","chr20",23620985,23621285,9,9,1
"30694","chr20",24452009,24452280,9,15,0.6
"30695","chr20",24615564,24615864,0,14,0
"30696","chr20",24727113,24727413,7,16,0.4375
"30697","chr20",24895710,24896010,2,12,0.166666666666667
"30698","chr20",24997915,24998215,4,24,0.166666666666667
"30699","chr20",25003541,25003841,0,0,NA
"30700","chr20",25042505,25042805,2,6,0.333333333333333
"30701","chr20",25045840,25046140,3,5,0.6
"30702","chr20",25057282,25057582,0,3,0
"30703","chr20",25057924,25058224,1,4,0.25
"30704","chr20",25059833,25060133,4,7,0.571428571428571
"30705","chr20",25065364,25065673,13,14,0.928571428571429
"30706","chr20",25203739,25203978,5,10,0.5
"30707","chr20",25203978,25204218,31,33,0.939393939393939
"30708","chr20",25207571,25207871,12,13,0.923076923076923
"30709","chr20",25208135,25208342,2,2,1
"30710","chr20",25208342,25208549,0,0,NA
"30711","chr20",25213840,25214140,7,7,1
"30712","chr20",25217328,25217628,10,10,1
"30713","chr20",25218169,25218469,3,12,0.25
"30714","chr20",25227359,25227564,16,24,0.666666666666667
"30715","chr20",25227564,25227769,8,10,0.8
"30716","chr20",25231534,25231834,1,1,1
"30717","chr20",25276588,25276888,13,13,1
"30718","chr20",25277023,25277323,15,15,1
"30719","chr20",25289810,25290110,4,5,0.8
"30720","chr20",25320397,25320697,16,17,0.941176470588235
"30721","chr20",25369906,25370206,0,3,0
"30722","chr20",25488298,25488598,7,7,1
"30723","chr20",25582931,25583231,11,12,0.916666666666667
"30724","chr20",25674047,25674347,2,2,1
"30725","chr20",29995192,29995492,3,4,0.75
"30726","chr20",30104486,30104786,3,3,1
"30727","chr20",30105399,30105699,9,9,1
"30728","chr20",30160206,30160506,0,20,0
"30729","chr20",30190675,30190975,4,4,1
"30730","chr20",30249750,30250050,0,20,0
"30731","chr20",30253513,30253813,8,8,1
"30732","chr20",30262748,30263048,4,4,1
"30733","chr20",30274058,30274358,0,0,NA
"30734","chr20",30283719,30284019,1,1,1
"30735","chr20",30284287,30284587,0,0,NA
"30736","chr20",30307853,30308153,0,0,NA
"30737","chr20",30327410,30327710,0,11,0
"30738","chr20",30403400,30403700,7,8,0.875
"30739","chr20",30429983,30430283,4,10,0.4
"30740","chr20",30440142,30440442,1,6,0.166666666666667
"30741","chr20",30446070,30446370,11,18,0.611111111111111
"30742","chr20",30449957,30450209,4,8,0.5
"30743","chr20",30469859,30470159,0,0,NA
"30744","chr20",30582687,30582987,26,27,0.962962962962963
"30745","chr20",30606342,30606642,0,43,0
"30746","chr20",30622698,30622998,16,20,0.8
"30747","chr20",30720224,30720524,8,8,1
"30748","chr20",30775495,30775795,6,7,0.857142857142857
"30749","chr20",30791258,30791558,9,10,0.9
"30750","chr20",30796782,30797082,3,3,1
"30751","chr20",30914293,30914593,1,1,1
"30752","chr20",30943220,30943520,0,0,NA
"30753","chr20",30948060,30948360,0,0,NA
"30754","chr20",31055392,31055692,12,12,1
"30755","chr20",31055975,31056142,6,7,0.857142857142857
"30756","chr20",31062464,31062764,20,21,0.952380952380952
"30757","chr20",31066858,31067158,6,6,1
"30758","chr20",31068301,31068601,22,23,0.956521739130435
"30759","chr20",31127615,31127915,7,8,0.875
"30760","chr20",31168975,31169275,14,16,0.875
"30761","chr20",31349601,31349961,6,65,0.0923076923076923
"30762","chr20",31352077,31352377,2,3,0.666666666666667
"30763","chr20",31366286,31366460,1,9,0.111111111111111
"30764","chr20",31366460,31366635,2,11,0.181818181818182
"30765","chr20",31378125,31378425,6,12,0.5
"30766","chr20",31410780,31411080,0,0,NA
"30767","chr20",31434831,31435131,7,7,1
"30768","chr20",31446531,31446823,1,1,1
"30769","chr20",31446823,31447116,0,0,NA
"30770","chr20",31766000,31766300,2,3,0.666666666666667
"30771","chr20",31767345,31767645,4,5,0.8
"30772","chr20",31886923,31887223,0,23,0
"30773","chr20",32156285,32156585,7,7,1
"30774","chr20",32237190,32237490,20,20,1
"30775","chr20",32259475,32259775,12,12,1
"30776","chr20",32273005,32273305,7,33,0.212121212121212
"30777","chr20",32376440,32376740,6,6,1
"30778","chr20",32400050,32400350,1,13,0.0769230769230769
"30779","chr20",32403237,32403537,3,3,1
"30780","chr20",32446879,32447179,14,16,0.875
"30781","chr20",32450350,32450650,12,79,0.151898734177215
"30782","chr20",32450695,32450995,3,49,0.0612244897959184
"30783","chr20",32577541,32577841,1,1,1
"30784","chr20",32657016,32657316,4,4,1
"30785","chr20",32888723,32889023,15,15,1
"30786","chr20",33100095,33100395,3,4,0.75
"30787","chr20",33112718,33113018,15,16,0.9375
"30788","chr20",33116830,33117130,4,5,0.8
"30789","chr20",33265142,33265331,0,8,0
"30790","chr20",33265770,33266070,12,12,1
"30791","chr20",33293301,33293601,4,7,0.571428571428571
"30792","chr20",33294778,33295078,6,6,1
"30793","chr20",33296565,33296865,1,33,0.0303030303030303
"30794","chr20",33449634,33449934,2,2,1
"30795","chr20",33459270,33459570,8,8,1
"30796","chr20",33534116,33534416,4,4,1
"30797","chr20",33543817,33544117,0,7,0
"30798","chr20",33585708,33586008,1,2,0.5
"30799","chr20",33683386,33683686,3,3,1
"30800","chr20",33735925,33736225,0,0,NA
"30801","chr20",33762323,33762623,27,27,1
"30802","chr20",33851407,33851648,15,18,0.833333333333333
"30803","chr20",33851648,33851890,16,17,0.941176470588235
"30804","chr20",33880202,33880502,17,19,0.894736842105263
"30805","chr20",33883653,33883953,17,20,0.85
"30806","chr20",34051511,34051811,0,1,0
"30807","chr20",34195353,34195653,28,33,0.848484848484848
"30808","chr20",34206179,34206479,7,18,0.388888888888889
"30809","chr20",34206559,34206771,10,25,0.4
"30810","chr20",34244069,34244369,1,1,1
"30811","chr20",34284072,34284372,1,1,1
"30812","chr20",34356049,34356349,21,23,0.91304347826087
"30813","chr20",34364760,34365060,6,6,1
"30814","chr20",34639419,34639598,4,4,1
"30815","chr20",34652129,34652429,8,11,0.727272727272727
"30816","chr20",34653511,34653697,15,17,0.882352941176471
"30817","chr20",34681671,34681971,0,9,0
"30818","chr20",34684644,34684866,0,0,NA
"30819","chr20",34684866,34685089,2,2,1
"30820","chr20",34709749,34710049,7,7,1
"30821","chr20",34710642,34710942,10,11,0.909090909090909
"30822","chr20",34744480,34744780,3,6,0.5
"30823","chr20",35056810,35057110,5,5,1
"30824","chr20",35064658,35064958,0,2,0
"30825","chr20",35082931,35083231,5,6,0.833333333333333
"30826","chr20",35092542,35092842,0,0,NA
"30827","chr20",35093760,35094060,1,24,0.0416666666666667
"30828","chr20",35094103,35094403,1,7,0.142857142857143
"30829","chr20",35171768,35172068,23,24,0.958333333333333
"30830","chr20",35203824,35204124,0,4,0
"30831","chr20",35206849,35207149,3,4,0.75
"30832","chr20",35401230,35401530,3,4,0.75
"30833","chr20",35437371,35437671,4,4,1
"30834","chr20",35448194,35448494,14,15,0.933333333333333
"30835","chr20",35463743,35464043,4,18,0.222222222222222
"30836","chr20",35471565,35471865,16,16,1
"30837","chr20",35482892,35483192,17,18,0.944444444444444
"30838","chr20",35484757,35485057,11,11,1
"30839","chr20",35493227,35493527,2,34,0.0588235294117647
"30840","chr20",35503962,35504262,7,7,1
"30841","chr20",35510080,35510380,13,14,0.928571428571429
"30842","chr20",35724658,35725049,12,37,0.324324324324324
"30843","chr20",35971648,35971808,3,3,1
"30844","chr20",35972347,35972534,0,0,NA
"30845","chr20",35973052,35973213,7,8,0.875
