"","gene","TAD"
"LOC100286844","LOC100286844","TAD_555"
"LOC100287177","LOC100287177","TAD_750"
"LOC100287765","LOC100287765","TAD_3470"
"LOC100288069","LOC100288069","TAD_1968"
"LOC100288181","LOC100288181","TAD_3355"
"LOC100288198","LOC100288198","TAD_2238"
"LOC100288428","LOC100288428","TAD_1580"
"LOC100288432","LOC100288432","TAD_1458"
"LOC100288842","LOC100288842","TAD_1297"
"LOC100288846","LOC100288846","TAD_1424"
"LOC100288911","LOC100288911","TAD_1962"
"LOC100289187","LOC100289187","TAD_868"
"LOC100289341","LOC100289341","TAD_1064"
"LOC100289473","LOC100289473","TAD_3535"
"LOC100289495","LOC100289495","TAD_180"
"LOC100289673","LOC100289673","TAD_1631"
"LOC100293516","LOC100293516","TAD_2483"
"LOC100294145","LOC100294145","TAD_2383"
"LOC100294362","LOC100294362","TAD_2994"
"LOC100302650","LOC100302650","TAD_2541"
"LOC100306951","LOC100306951","TAD_1911"
"LOC100329109","LOC100329109","TAD_3430"
"LOC100335030","LOC100335030","TAD_725"
"LOC100379224","LOC100379224","TAD_1386"
"LOC100499183","LOC100499183","TAD_1057"
"LOC100499467","LOC100499467","TAD_3464"
"LOC100499489","LOC100499489","TAD_2123"
"LOC100505483","LOC100505483","TAD_3122"
"LOC100505622","LOC100505622","TAD_2726"
"LOC100505633","LOC100505633","TAD_703"
"LOC100505648","LOC100505648","TAD_2695"
"LOC100505666","LOC100505666","TAD_3135"
"LOC100505678","LOC100505678","TAD_1421"
"LOC100505681","LOC100505681","TAD_2926"
"LOC100505715","LOC100505715","TAD_1297"
"LOC100505761;AX746750","LOC100505761;AX746750","TAD_2045"
"LOC100505783","LOC100505783","TAD_2748"
"LOC100505815","LOC100505815","TAD_1509"
"LOC100505876","LOC100505876","TAD_1064"
"LOC100505918","LOC100505918","TAD_2526"
"LOC100506012","LOC100506012","TAD_1984"
"LOC100506023","LOC100506023","TAD_1833"
"LOC100506033","LOC100506033","TAD_3434"
"LOC100506054","LOC100506054","TAD_1304"
"LOC100506124","LOC100506124","TAD_1671"
"LOC100506136","LOC100506136","TAD_625"
"LOC100506190","LOC100506190","TAD_2907"
"LOC100506233","LOC100506233","TAD_2013"
"LOC100506368","LOC100506368","TAD_1424"
"LOC100506385","LOC100506385","TAD_3161"
"LOC100506462","LOC100506462","TAD_911"
"LOC100506469;AX747325","LOC100506469;AX747325","TAD_653"
"LOC100506540","LOC100506540","TAD_2726"
"LOC100506548","LOC100506548","TAD_2094"
"LOC100506668","LOC100506668","TAD_3527"
"LOC100506686","LOC100506686","TAD_605"
"LOC100506710","LOC100506710","TAD_2867"
"LOC100506713","LOC100506713","TAD_1667"
"LOC100506746","LOC100506746","TAD_3168"
"LOC100506757","LOC100506757","TAD_1648"
"LOC100506801","LOC100506801","TAD_1198"
"LOC100506963","LOC100506963","TAD_1156"
"LOC100506994","LOC100506994","TAD_3038"
"LOC100507050","LOC100507050","TAD_2094"
"LOC100507117","LOC100507117","TAD_2504"
"LOC100507127","LOC100507127","TAD_1499"
"LOC100507156","LOC100507156","TAD_2603"
"LOC100507246;SNORD1C","LOC100507246;SNORD1C","TAD_1360"
"LOC100507250","LOC100507250","TAD_2372"
"LOC100507266","LOC100507266","TAD_1057"
"LOC100507421","LOC100507421","TAD_2191"
"LOC100507424","LOC100507424","TAD_934"
"LOC100507433","LOC100507433","TAD_1927"
"LOC100507462","LOC100507462","TAD_1936"
"LOC100507463","LOC100507463","TAD_540"
"LOC100507495","LOC100507495","TAD_322"
"LOC100507501","LOC100507501","TAD_1112"
"LOC100507547","LOC100507547","TAD_1645"
"LOC100507567","LOC100507567","TAD_1964"
"LOC100527964","LOC100527964","TAD_3161"
"LOC100630918","LOC100630918","TAD_2950"
"LOC113230","LOC113230","TAD_3165"
"LOC113386","LOC113386","TAD_3009"
"LOC139201","LOC139201","TAD_2181"
"LOC143666","LOC143666","TAD_2337"
"LOC144481","LOC144481","TAD_2737"
"LOC145216","LOC145216","TAD_2982"
"LOC145757","LOC145757","TAD_796"
"LOC145783","LOC145783","TAD_3532"
"LOC145845","LOC145845","TAD_3122"
"LOC147727","LOC147727","TAD_2706"
"LOC147804","LOC147804","TAD_2040"
"LOC148189","LOC148189","TAD_3530"
"LOC148413","LOC148413","TAD_2640"
"LOC148709","LOC148709","TAD_3023"
"LOC149134","LOC149134","TAD_2181"
"LOC149773","LOC149773","TAD_1692"
"LOC150776","LOC150776","TAD_2472"
"LOC151534","LOC151534","TAD_1671"
"LOC152217","LOC152217","TAD_2548"
"LOC152742","LOC152742","TAD_1192"
"LOC153684","LOC153684","TAD_1780"
"LOC154822","LOC154822","TAD_1487"
"LOC158572","LOC158572","TAD_220"
"LOC202781","LOC202781","TAD_1442"
"LOC219347","LOC219347","TAD_1596"
"LOC220906","LOC220906","TAD_530"
"LOC253039","LOC253039","TAD_2836"
"LOC253962","LOC253962","TAD_1651"
"LOC254128","LOC254128","TAD_3564"
"LOC255512","LOC255512","TAD_3329"
"LOC282997","LOC282997","TAD_1703"
"LOC283104","LOC283104","TAD_2498"
"LOC283663","LOC283663","TAD_1158"
"LOC283693","LOC283693","TAD_3485"
"LOC283731","LOC283731","TAD_2964"
"LOC284080","LOC284080","TAD_1261"
"LOC284385","LOC284385","TAD_1124"
"LOC284408","LOC284408","TAD_3347"
"LOC284454","LOC284454","TAD_2738"
"LOC284632","LOC284632","TAD_2192"
"LOC284648","LOC284648","TAD_3119"
"LOC284751","LOC284751","TAD_727"
"LOC284804","LOC284804","TAD_3622"
"LOC285033","LOC285033","TAD_829"
"LOC285084","LOC285084","TAD_816"
"LOC285965","LOC285965","TAD_622"
"LOC286190","LOC286190","TAD_1733"
"LOC338799;AK095700","LOC338799;AK095700","TAD_2204"
"LOC339290","LOC339290","TAD_516"
"LOC339803","LOC339803","TAD_1290"
"LOC340544","LOC340544","TAD_2473"
"LOC341056","LOC341056","TAD_2276"
"LOC344595","LOC344595","TAD_1690"
"LOC375295","LOC375295","TAD_1395"
"LOC387723","LOC387723","TAD_1651"
"LOC388942","LOC388942","TAD_1625"
"LOC388948","LOC388948","TAD_1483"
"LOC389641","LOC389641","TAD_64"
"LOC390940","LOC390940","TAD_2516"
"LOC399715","LOC399715","TAD_3234"
"LOC399815","LOC399815","TAD_2892"
"LOC400027","LOC400027","TAD_1009"
"LOC401010","LOC401010","TAD_2"
"LOC401052","LOC401052","TAD_276"
"LOC401093","LOC401093","TAD_3150"
"LOC401164","LOC401164","TAD_295"
"LOC401320","LOC401320","TAD_3292"
"LOC401397","LOC401397","TAD_3188"
"LOC407835","LOC407835","TAD_2212"
"LOC440288","LOC440288","TAD_1962"
"LOC440354;SLC7A5P1;LOC595101","LOC440354;SLC7A5P1;LOC595101","TAD_1200"
"LOC440356","LOC440356","TAD_3248"
"LOC440600","LOC440600","TAD_1140"
"LOC440700","LOC440700","TAD_1386"
"LOC441461","LOC441461","TAD_3678"
"LOC441493","LOC441493","TAD_1112"
"LOC442459","LOC442459","TAD_3444"
"LOC494141","LOC494141","TAD_710"
"LOC494150","LOC494150","TAD_1703"
"LOC550112","LOC550112","TAD_2392"
"LOC553103","LOC553103","TAD_3456"
"LOC554206","LOC554206","TAD_1968"
"LOC642852","LOC642852","TAD_2763"
"LOC643387","LOC643387","TAD_1505"
"LOC643401","LOC643401","TAD_2154"
"LOC643723","LOC643723","TAD_1745"
"LOC644189","LOC644189","TAD_3484"
"LOC644714","LOC644714","TAD_275"
"LOC644936","LOC644936","TAD_2267"
"LOC644961","LOC644961","TAD_1878"
"LOC645431","LOC645431","TAD_1451"
"LOC645895","LOC645895","TAD_974"
"LOC646851","LOC646851","TAD_1662"
"LOC648987","LOC648987","TAD_2024"
"LOC649395","LOC649395","TAD_3269"
"LOC653160","LOC653160","TAD_1209"
"LOC654433","LOC654433","TAD_914"
"LOC678655","LOC678655","TAD_2748"
"LOC727896","LOC727896","TAD_2044"
"LOC728228","LOC728228","TAD_3511"
"LOC728558","LOC728558","TAD_96"
"LOC728640","LOC728640","TAD_216"
"LOC728723","LOC728723","TAD_366"
"LOC728743","LOC728743","TAD_1209"
"LOC728752","LOC728752","TAD_2681"
"LOC729013","LOC729013","TAD_2602"
"LOC729041","LOC729041","TAD_762"
"LOC729603","LOC729603","TAD_1442"
"LOC729609","LOC729609","TAD_1264"
"LOC729678","LOC729678","TAD_350"
"LOC729852","LOC729852","TAD_2350"
"LOC729862","LOC729862","TAD_1213"
"LOC730091","LOC730091","TAD_3248"
"LOC730101","LOC730101","TAD_2399"
"LOC730668","LOC730668","TAD_210"
"LOC730755","LOC730755","TAD_985"
"LOC731424;BC016366","LOC731424;BC016366","TAD_2602"
"LOC79015","LOC79015","TAD_3005"
"LOC80054","LOC80054","TAD_1109"
"LOC90246","LOC90246","TAD_1868"
"LOC90784","LOC90784","TAD_1666"
"LONRF2","LONRF2","TAD_3269"
"LOX","LOX","TAD_124"
"LOXL2","LOXL2","TAD_3678"
"LOXL3","LOXL3","TAD_1870"
"LPAR1","LPAR1","TAD_111"
"LPCAT1","LPCAT1","TAD_1742"
"LPCAT2","LPCAT2","TAD_3440"
"LPCAT3","LPCAT3","TAD_3571"
"LPHN1","LPHN1","TAD_1791"
"LPIN2","LPIN2","TAD_229"
"LPO","LPO","TAD_2969"
"LPP","LPP","TAD_570"
"LPP-AS2","LPP-AS2","TAD_93"
"LPPR2","LPPR2","TAD_2483"
"LPPR3","LPPR3","TAD_1036"
"LRAT","LRAT","TAD_2181"
"LRCH3","LRCH3","TAD_1697"
"LRCH4;ZASP","LRCH4;ZASP","TAD_211"
"LRFN1","LRFN1","TAD_2238"
"LRFN3","LRFN3","TAD_2526"
"LRFN4","LRFN4","TAD_1260"
"LRGUK","LRGUK","TAD_1787"
"LRIF1","LRIF1","TAD_358"
"LRP10","LRP10","TAD_670"
"LRP11","LRP11","TAD_2268"
"LRP1;MIR1228","LRP1;MIR1228","TAD_2414"
"LRP5","LRP5","TAD_1311"
"LRP6","LRP6","TAD_3328"
"LRRC16A","LRRC16A","TAD_1632"
"LRRC19","LRRC19","TAD_2405"
"LRRC2","LRRC2","TAD_1326"
"LRRC27","LRRC27","TAD_2454"
"LRRC3","LRRC3","TAD_3615"
"LRRC32","LRRC32","TAD_2392"
"LRRC36","LRRC36","TAD_462"
"LRRC39","LRRC39","TAD_3304"
"LRRC42","LRRC42","TAD_3440"
"LRRC45","LRRC45","TAD_1281"
"LRRC46","LRRC46","TAD_1424"
"LRRC48","LRRC48","TAD_1662"
"LRRC49","LRRC49","TAD_467"
"LRRC4B","LRRC4B","TAD_2825"
"LRRC57","LRRC57","TAD_3003"
"LRRC69","LRRC69","TAD_1599"
"LRRC71","LRRC71","TAD_3120"
"LRRC72","LRRC72","TAD_1117"
"LRRC8A","LRRC8A","TAD_2424"
"LRRC8B","LRRC8B","TAD_1311"
"LRRC8C","LRRC8C","TAD_1626"
"LRRC8D","LRRC8D","TAD_2855"
"LRRD1","LRRD1","TAD_1036"
"LRRFIP1","LRRFIP1","TAD_3478"
"LRRIQ1","LRRIQ1","TAD_3451"
"LRRK1","LRRK1","TAD_793"
"LRRK2","LRRK2","TAD_1463"
"LRRN4","LRRN4","TAD_2528"
"LRRN4CL","LRRN4CL","TAD_769"
"LRTOMT","LRTOMT","TAD_1603"
"LSM1","LSM1","TAD_3353"
"LSM10","LSM10","TAD_1418"
"LSM12","LSM12","TAD_2320"
"LSM2","LSM2","TAD_1968"
"LSM4","LSM4","TAD_818"
"LSM6","LSM6","TAD_2055"
"LSM7","LSM7","TAD_180"
"LSMD1","LSMD1","TAD_2454"
"LSP1","LSP1","TAD_1381"
"LSS","LSS","TAD_835"
"LST1","LST1","TAD_373"
"LTA","LTA","TAD_3629"
"LTA4H","LTA4H","TAD_124"
"LTB","LTB","TAD_815"
"LTB4R2","LTB4R2","TAD_1585"
"LTBP1","LTBP1","TAD_2266"
"LTBP2","LTBP2","TAD_1951"
"LTBP4","LTBP4","TAD_2140"
"LTBR","LTBR","TAD_2440"
"LTC4S;MAML1","LTC4S;MAML1","TAD_3533"
"LTK","LTK","TAD_1428"
"LTV1;AX746989","LTV1;AX746989","TAD_2833"
"LUC7L","LUC7L","TAD_1432"
"LUZP1","LUZP1","TAD_2857"
"LY6E","LY6E","TAD_264"
"LY6G5B","LY6G5B","TAD_3009"
"LY6G5C","LY6G5C","TAD_2749"
"LY6G6C","LY6G6C","TAD_653"
"LY6K","LY6K","TAD_884"
"LY9","LY9","TAD_1666"
"LYAR","LYAR","TAD_76"
"LYG1","LYG1","TAD_1978"
"LYG2","LYG2","TAD_1482"
"LYL1","LYL1","TAD_1049"
"LYN","LYN","TAD_1482"
"LYNX1","LYNX1","TAD_91"
"LYPD3","LYPD3","TAD_1463"
"LYPLA1","LYPLA1","TAD_2144"
"LYPLA2","LYPLA2","TAD_2123"
"LYPLAL1","LYPLAL1","TAD_165"
"LYRM1","LYRM1","TAD_3307"
"LYRM2","LYRM2","TAD_1785"
"LYSMD1","LYSMD1","TAD_1198"
"LYSMD2","LYSMD2","TAD_3485"
"LYSMD3","LYSMD3","TAD_1998"
"LYZ;E02193","LYZ;E02193","TAD_1140"
"LZIC","LZIC","TAD_906"
"LZTFL1","LZTFL1","TAD_2371"
"LZTR1","LZTR1","TAD_316"
"M1","M1","TAD_492"
"M37726","M37726","TAD_1649"
"M55536","M55536","TAD_81"
"M6PR","M6PR","TAD_2837"
"MACF1","MACF1","TAD_1219"
"MACROD1","MACROD1","TAD_176"
"MACROD2","MACROD2","TAD_1681"
"MADD","MADD","TAD_1624"
"MAEA","MAEA","TAD_1697"
"MAF","MAF","TAD_940"
"MAF1","MAF1","TAD_627"
"MAFA","MAFA","TAD_1595"
"MAFF","MAFF","TAD_851"
"MAFG","MAFG","TAD_1825"
"MAFG-AS1","MAFG-AS1","TAD_3179"
"MAGED2","MAGED2","TAD_3147"
"MAGEE1","MAGEE1","TAD_2034"
"MAGEH1","MAGEH1","TAD_3120"
"MAGI2","MAGI2","TAD_692"
"MAGI2-AS3","MAGI2-AS3","TAD_2268"
"MAGIX","MAGIX","TAD_83"
"MAGOHB","MAGOHB","TAD_678"
"MAGT1","MAGT1","TAD_1441"
"MALAT1","MALAT1","TAD_3179"
"MAMDC4","MAMDC4","TAD_3026"
"MAML3","MAML3","TAD_91"
"MAMSTR","MAMSTR","TAD_2989"
"MAN1B1","MAN1B1","TAD_819"
"MAN2A1","MAN2A1","TAD_1786"
"MAN2A2","MAN2A2","TAD_850"
"MAN2B2","MAN2B2","TAD_1290"
"MANBA","MANBA","TAD_1966"
"MANEA","MANEA","TAD_3485"
"MANEAL","MANEAL","TAD_1595"
"MANSC1","MANSC1","TAD_1996"
"MAOB","MAOB","TAD_1909"
"MAP1LC3A","MAP1LC3A","TAD_2274"
"MAP1S","MAP1S","TAD_1995"
"MAP2","MAP2","TAD_2759"
"MAP2K2","MAP2K2","TAD_966"
"MAP2K3","MAP2K3","TAD_87"
"MAP2K5","MAP2K5","TAD_3308"
"MAP2K6","MAP2K6","TAD_3571"
"MAP3K10","MAP3K10","TAD_657"
"MAP3K14","MAP3K14","TAD_601"
"MAP3K3","MAP3K3","TAD_2980"
"MAP3K4","MAP3K4","TAD_2142"
"MAP3K6","MAP3K6","TAD_199"
"MAP4K1","MAP4K1","TAD_2367"
"MAP4K5","MAP4K5","TAD_849"
"MAP6","MAP6","TAD_2289"
"MAP7D1","MAP7D1","TAD_1052"
"MAP7D2","MAP7D2","TAD_2551"
"MAP7D3","MAP7D3","TAD_243"
"MAP9","MAP9","TAD_1968"
"MAPK11","MAPK11","TAD_1418"
"MAPK13","MAPK13","TAD_3470"
"MAPK14","MAPK14","TAD_3535"
"MAPK6","MAPK6","TAD_3027"
"MAPK7","MAPK7","TAD_2692"
"MAPK8IP1","MAPK8IP1","TAD_36"
"MAPK8IP2","MAPK8IP2","TAD_830"
"MAPK8IP3","MAPK8IP3","TAD_2511"
"MAPK9","MAPK9","TAD_1529"
"MAPKAPK2","MAPKAPK2","TAD_3132"
"MAPKAPK3","MAPKAPK3","TAD_1799"
"MAPKAPK5","MAPKAPK5","TAD_2830"
"MAPKBP1","MAPKBP1","TAD_1998"
"MAPRE3","MAPRE3","TAD_1170"
"MARCH2","MARCH2","TAD_2472"
"MARCH3","MARCH3","TAD_1445"
"MARCH4","MARCH4","TAD_2516"
"MARCH6","MARCH6","TAD_3161"
"MARCH7","MARCH7","TAD_966"
"MARCH8","MARCH8","TAD_241"
"MARK4","MARK4","TAD_2181"
"MARS2","MARS2","TAD_1198"
"MARVELD2","MARVELD2","TAD_1484"
"MAST1","MAST1","TAD_2093"
"MAST2","MAST2","TAD_1648"
"MAST3","MAST3","TAD_3329"
"MASTL","MASTL","TAD_541"
"MAT2A","MAT2A","TAD_622"
"MATL2963","MATL2963","TAD_3678"
"MATN2","MATN2","TAD_3533"
"MATN3","MATN3","TAD_3564"
"MAU2","MAU2","TAD_974"
"MAVS","MAVS","TAD_1297"
"MAZ","MAZ","TAD_771"
"MB21D1","MB21D1","TAD_2472"
"MBD2","MBD2","TAD_2136"
"MBD3","MBD3","TAD_974"
"MBD4","MBD4","TAD_460"
"MBIP","MBIP","TAD_329"
"MBLAC1","MBLAC1","TAD_1296"
"MBLAC2","MBLAC2","TAD_1800"
"MBNL1","MBNL1","TAD_2673"
"MBNL3","MBNL3","TAD_453"
"MBTD1","MBTD1","TAD_1832"
"MBTPS1","MBTPS1","TAD_1352"
"MCAM","MCAM","TAD_1703"
"MCART2","MCART2","TAD_1055"
"MCCC1","MCCC1","TAD_93"
"MCEE","MCEE","TAD_2950"
"MCF2L2","MCF2L2","TAD_2754"
"MCM3AP","MCM3AP","TAD_1909"
"MCM3AP-AS1","MCM3AP-AS1","TAD_1431"
"MCM5","MCM5","TAD_1727"
"MCM7","MCM7","TAD_1050"
"MCM8","MCM8","TAD_643"
"MCOLN2","MCOLN2","TAD_2414"
"MCOLN3","MCOLN3","TAD_1624"
"MCRS1","MCRS1","TAD_2412"
"MDC1","MDC1","TAD_295"
"MDGA1","MDGA1","TAD_431"
"MDH1B","MDH1B","TAD_2856"
"MDM1","MDM1","TAD_445"
"MDP1","MDP1","TAD_3474"
"MEA1","MEA1","TAD_1578"
"MED11","MED11","TAD_136"
"MED12","MED12","TAD_3503"
"MED12L","MED12L","TAD_208"
"MED13","MED13","TAD_1451"
"MED14","MED14","TAD_286"
"MED16","MED16","TAD_2425"
"MED20","MED20","TAD_3621"
"MED21","MED21","TAD_503"
"MED22","MED22","TAD_2331"
"MED24","MED24","TAD_7"
"MED25","MED25","TAD_1954"
"MED28","MED28","TAD_178"
"MED30","MED30","TAD_2942"
"MED7","MED7","TAD_3040"
"MED8","MED8","TAD_1688"
"MEF2BNB;MEF2B","MEF2BNB;MEF2B","TAD_3413"
"MEG3","MEG3","TAD_3087"
"MEG3_1","MEG3_1","TAD_1146"
"MEGF6","MEGF6","TAD_2866"
"MEIG1","MEIG1","TAD_1665"
"MEIS2","MEIS2","TAD_2282"
"MELK","MELK","TAD_1615"
"MESDC1","MESDC1","TAD_2784"
"MESDC2","MESDC2","TAD_2527"
"MESP1","MESP1","TAD_1128"
"MESP2","MESP2","TAD_487"
"MET","MET","TAD_2569"
"METAP1","METAP1","TAD_834"
"METAP1D","METAP1D","TAD_2724"
"METAP2","METAP2","TAD_683"
"METRNL","METRNL","TAD_3366"
"METTL10","METTL10","TAD_2830"
"METTL13;AK094818","METTL13;AK094818","TAD_2734"
"METTL17","METTL17","TAD_974"
"METTL18","METTL18","TAD_820"
"METTL21A","METTL21A","TAD_1614"
"METTL22;BX537921","METTL22;BX537921","TAD_2412"
"METTL6","METTL6","TAD_516"
"MEX3A","MEX3A","TAD_1291"
"MEX3B","MEX3B","TAD_1925"
"MEX3D","MEX3D","TAD_881"
"MFAP3","MFAP3","TAD_2274"
"MFF","MFF","TAD_1499"
"MFN1","MFN1","TAD_757"
"MFNG;CARD10","MFNG;CARD10","TAD_165"
"MFSD2A;BC069694","MFSD2A;BC069694","TAD_910"
"MFSD2B","MFSD2B","TAD_3249"
"MFSD4","MFSD4","TAD_990"
"MFSD5","MFSD5","TAD_727"
"MFSD6","MFSD6","TAD_1263"
"MFSD8","MFSD8","TAD_2833"
"MFSD9","MFSD9","TAD_2602"
"MGA","MGA","TAD_2490"
"MGAT1","MGAT1","TAD_2387"
"MGAT4B;MIR1229","MGAT4B;MIR1229","TAD_670"
"MGAT5B","MGAT5B","TAD_1701"
"MGC12982","MGC12982","TAD_1039"
"MGC13053","MGC13053","TAD_2504"
"MGC14436","MGC14436","TAD_2083"
"MGC16025","MGC16025","TAD_3343"
"MGC16121;MIR424","MGC16121;MIR424","TAD_2901"
"MGC21881","MGC21881","TAD_2144"
"MGC23270","MGC23270","TAD_2804"
"MGC39372","MGC39372","TAD_633"
"MGC45800","MGC45800","TAD_59"
"MGC45922","MGC45922","TAD_1697"
"MGST1","MGST1","TAD_3175"
"MGST2","MGST2","TAD_2433"
"MIA-RAB4B","MIA-RAB4B","TAD_1706"
"MIA3","MIA3","TAD_779"
"MIB1","MIB1","TAD_992"
"MICAL1","MICAL1","TAD_2123"
"MICAL2;AK026905","MICAL2;AK026905","TAD_1431"
"MID1IP1","MID1IP1","TAD_642"
"MID2;BC070370","MID2;BC070370","TAD_3026"
"MIEN1","MIEN1","TAD_2636"
"MIER1","MIER1","TAD_2640"
"MINA","MINA","TAD_2136"
"MINK1","MINK1","TAD_52"
"MIOS","MIOS","TAD_3222"
"MIR100","MIR100","TAD_2950"
"MIR100HG;BX647608","MIR100HG;BX647608","TAD_1424"
"MIR103A2","MIR103A2","TAD_1506"
"MIR10A","MIR10A","TAD_605"
"MIR1206","MIR1206","TAD_59"
"MIR1207","MIR1207","TAD_3464"
"MIR125A","MIR125A","TAD_1593"
"MIR125B1","MIR125B1","TAD_2784"
"MIR1281","MIR1281","TAD_2738"
"MIR1292","MIR1292","TAD_2035"
"MIR143HG","MIR143HG","TAD_1962"
"MIR210HG","MIR210HG","TAD_2122"
"MIR22HG;AF070569;MIR22","MIR22HG;AF070569;MIR22","TAD_1261"
"MIR23B","MIR23B","TAD_2584"
"MIR3128","MIR3128","TAD_670"
"MIR3167","MIR3167","TAD_171"
"MIR3173","MIR3173","TAD_2339"
"MIR320B2","MIR320B2","TAD_2267"
"MIR320E","MIR320E","TAD_2401"
"MIR326","MIR326","TAD_582"
"MIR33B","MIR33B","TAD_2860"
"MIR3610","MIR3610","TAD_2554"
"MIR3613","MIR3613","TAD_1700"
"MIR3671","MIR3671","TAD_2825"
"MIR3911","MIR3911","TAD_692"
"MIR3928","MIR3928","TAD_1625"
"MIR4292","MIR4292","TAD_1213"
"MIR4312","MIR4312","TAD_1443"
"MIR4324","MIR4324","TAD_507"
"MIR4469","MIR4469","TAD_1527"
"MIR4668","MIR4668","TAD_3530"
"MIR4715","MIR4715","TAD_750"
"MIR4747","MIR4747","TAD_1646"
"MIR4763","MIR4763","TAD_3040"
"MIR4765","MIR4765","TAD_2682"
"MIR495","MIR495","TAD_597"
"MIR503","MIR503","TAD_2324"
"MIR548T","MIR548T","TAD_569"
"MIR600HG","MIR600HG","TAD_707"
"MIR614","MIR614","TAD_130"
"MIR624","MIR624","TAD_2130"
"MIR99B","MIR99B","TAD_2593"
"MIRLET7B","MIRLET7B","TAD_2290"
"MIRLET7BHG","MIRLET7BHG","TAD_1729"
"MIRLET7I","MIRLET7I","TAD_659"
"MIS18BP1","MIS18BP1","TAD_1294"
"MITD1","MITD1","TAD_2738"
"MITF","MITF","TAD_1431"
"MKNK1","MKNK1","TAD_1084"
"MKRN1","MKRN1","TAD_3261"
"MLEC","MLEC","TAD_3619"
"MLF2","MLF2","TAD_209"
"MLH3","MLH3","TAD_749"
"MLL","MLL","TAD_2747"
"MLL/AF6 fusion","MLL/AF6 fusion","TAD_600"
"MLL4","MLL4","TAD_1603"
"MLL5","MLL5","TAD_2781"
"MLLT1","MLLT1","TAD_2294"
"MLLT10","MLLT10","TAD_2228"
"MLLT4;BX649158","MLLT4;BX649158","TAD_650"
"MLLT6;MIR4726","MLLT6;MIR4726","TAD_2267"
"MLPH","MLPH","TAD_1440"
"MLXIP","MLXIP","TAD_650"
"MMAB","MMAB","TAD_849"
"MMACHC","MMACHC","TAD_670"
"MMP11","MMP11","TAD_2217"
"MMP14","MMP14","TAD_617"
"MMP15","MMP15","TAD_503"
"MMP17","MMP17","TAD_1352"
"MMP19","MMP19","TAD_1677"
"MMP2","MMP2","TAD_1878"
"MMP24","MMP24","TAD_2817"
"MMP7","MMP7","TAD_1962"
"MMS19","MMS19","TAD_1352"
"MMS22L","MMS22L","TAD_22"
"MNAT1","MNAT1","TAD_1631"
"MND1","MND1","TAD_1050"
"MNS1","MNS1","TAD_3535"
"MOB1B","MOB1B","TAD_1665"
"MOB2","MOB2","TAD_1673"
"MOB3A","MOB3A","TAD_2202"
"MOB3B","MOB3B","TAD_1196"
"MOB3C","MOB3C","TAD_2826"
"MOB4","MOB4","TAD_1628"
"MOCOS","MOCOS","TAD_3249"
"MOCS2","MOCS2","TAD_2202"
"MOGAT3","MOGAT3","TAD_1913"
"MOK","MOK","TAD_2746"
"MON1A","MON1A","TAD_3483"
"MON2","MON2","TAD_1290"
"MORC2-AS1","MORC2-AS1","TAD_1992"
"MORF4L2","MORF4L2","TAD_1036"
"MORN1","MORN1","TAD_1487"
"MORN2","MORN2","TAD_2033"
"MORN3","MORN3","TAD_2886"
"MORN4","MORN4","TAD_276"
"MOSPD1","MOSPD1","TAD_2971"
"MOSPD3","MOSPD3","TAD_353"
"MOV10","MOV10","TAD_1534"
"MOXD1","MOXD1","TAD_1701"
"MPDZ","MPDZ","TAD_2584"
"MPHOSPH10","MPHOSPH10","TAD_1868"
"MPI","MPI","TAD_2756"
"MPL","MPL","TAD_763"
"MPND","MPND","TAD_45"
"MPP1","MPP1","TAD_3460"
"MPP2","MPP2","TAD_1774"
"MPP4","MPP4","TAD_3222"
"MPP6","MPP6","TAD_415"
"MPP7","MPP7","TAD_990"
"MPPE1","MPPE1","TAD_2844"
"MPST","MPST","TAD_756"
"MPV17L2","MPV17L2","TAD_1606"
"MPZ","MPZ","TAD_1181"
"MPZL1","MPZL1","TAD_473"
"MPZL3","MPZL3","TAD_2551"
"MR1","MR1","TAD_2912"
"MRAS","MRAS","TAD_777"
"MRE11A","MRE11A","TAD_3437"
"MRGPRF","MRGPRF","TAD_1335"
"MRI1","MRI1","TAD_3119"
"MRPL1","MRPL1","TAD_1500"
"MRPL10","MRPL10","TAD_2268"
"MRPL11","MRPL11","TAD_2178"
"MRPL13","MRPL13","TAD_2989"
"MRPL16","MRPL16","TAD_2856"
"MRPL18","MRPL18","TAD_318"
"MRPL2","MRPL2","TAD_1757"
"MRPL20","MRPL20","TAD_3179"
"MRPL21","MRPL21","TAD_1964"
"MRPL23","MRPL23","TAD_733"
"MRPL24","MRPL24","TAD_3547"
"MRPL30","MRPL30","TAD_2886"
"MRPL33","MRPL33","TAD_1388"
"MRPL37","MRPL37","TAD_2969"
"MRPL38;FBF1","MRPL38;FBF1","TAD_2587"
"MRPL4","MRPL4","TAD_600"
"MRPL40","MRPL40","TAD_2817"
"MRPL51","MRPL51","TAD_1732"
"MRPL52","MRPL52","TAD_429"
"MRPL53","MRPL53","TAD_273"
"MRPL54","MRPL54","TAD_358"
"MRPL55","MRPL55","TAD_530"
"MRPL9","MRPL9","TAD_882"
"MRPS17","MRPS17","TAD_178"
"MRPS18A","MRPS18A","TAD_271"
"MRPS18C","MRPS18C","TAD_530"
"MRPS21","MRPS21","TAD_1057"
"MRPS24","MRPS24","TAD_3477"
"MRPS25","MRPS25","TAD_1740"
"MRPS36","MRPS36","TAD_2422"
