"","gene","TAD"
"KIAA1239","KIAA1239","TAD_2136"
"KIAA1257","KIAA1257","TAD_2979"
"KIAA1324L","KIAA1324L","TAD_1483"
"KIAA1359","KIAA1359","TAD_773"
"KIAA1377","KIAA1377","TAD_3485"
"KIAA1383","KIAA1383","TAD_1595"
"KIAA1429","KIAA1429","TAD_1161"
"KIAA1430","KIAA1430","TAD_3331"
"KIAA1432","KIAA1432","TAD_727"
"KIAA1456","KIAA1456","TAD_142"
"KIAA1462","KIAA1462","TAD_172"
"KIAA1467","KIAA1467","TAD_2416"
"KIAA1522","KIAA1522","TAD_1894"
"KIAA1524","KIAA1524","TAD_794"
"KIAA1549","KIAA1549","TAD_3260"
"KIAA1586","KIAA1586","TAD_771"
"KIAA1598;AK092331","KIAA1598;AK092331","TAD_854"
"KIAA1609","KIAA1609","TAD_1870"
"KIAA1614","KIAA1614","TAD_1574"
"KIAA1644","KIAA1644","TAD_1424"
"KIAA1671","KIAA1671","TAD_710"
"KIAA1715","KIAA1715","TAD_625"
"KIAA1751","KIAA1751","TAD_1825"
"KIAA1755","KIAA1755","TAD_3202"
"KIAA1797","KIAA1797","TAD_963"
"KIAA1804","KIAA1804","TAD_3269"
"KIAA1817","KIAA1817","TAD_776"
"KIAA1841","KIAA1841","TAD_2528"
"KIAA1875","KIAA1875","TAD_2367"
"KIAA2012","KIAA2012","TAD_2527"
"KIF12","KIF12","TAD_3416"
"KIF13A","KIF13A","TAD_1"
"KIF15","KIF15","TAD_887"
"KIF16B","KIF16B","TAD_918"
"KIF17","KIF17","TAD_2682"
"KIF18B","KIF18B","TAD_3381"
"KIF19","KIF19","TAD_3166"
"KIF1A","KIF1A","TAD_835"
"KIF1B","KIF1B","TAD_2838"
"KIF1C","KIF1C","TAD_911"
"KIF20A","KIF20A","TAD_3132"
"KIF21B","KIF21B","TAD_3553"
"KIF24","KIF24","TAD_2731"
"KIF25","KIF25","TAD_1105"
"KIF26A","KIF26A","TAD_3622"
"KIF26B","KIF26B","TAD_3038"
"KIF3A","KIF3A","TAD_1749"
"KIF3B","KIF3B","TAD_1029"
"KIF5A","KIF5A","TAD_2490"
"KIF5B","KIF5B","TAD_1648"
"KIF5C","KIF5C","TAD_339"
"KIF9","KIF9","TAD_1123"
"KIFC3","KIFC3","TAD_1649"
"KIN","KIN","TAD_3150"
"KIR2DL1","KIR2DL1","TAD_271"
"KIRREL","KIRREL","TAD_733"
"KIRREL2","KIRREL2","TAD_723"
"KIRREL3-AS3","KIRREL3-AS3","TAD_2191"
"KISS1","KISS1","TAD_2114"
"KISS1R","KISS1R","TAD_760"
"KLB","KLB","TAD_3048"
"KLC1","KLC1","TAD_1082"
"KLC4","KLC4","TAD_97"
"KLF10","KLF10","TAD_2516"
"KLF12","KLF12","TAD_3274"
"KLF13","KLF13","TAD_1938"
"KLF14","KLF14","TAD_717"
"KLF2","KLF2","TAD_766"
"KLF7","KLF7","TAD_1421"
"KLF8","KLF8","TAD_985"
"KLHDC1","KLHDC1","TAD_215"
"KLHDC2","KLHDC2","TAD_2498"
"KLHDC3","KLHDC3","TAD_523"
"KLHDC5","KLHDC5","TAD_3364"
"KLHDC7A","KLHDC7A","TAD_664"
"KLHDC7B","KLHDC7B","TAD_2181"
"KLHDC8B","KLHDC8B","TAD_1645"
"KLHL13","KLHL13","TAD_985"
"KLHL15","KLHL15","TAD_1985"
"KLHL17","KLHL17","TAD_757"
"KLHL18","KLHL18","TAD_1202"
"KLHL2","KLHL2","TAD_3274"
"KLHL20","KLHL20","TAD_3649"
"KLHL23","KLHL23","TAD_2084"
"KLHL25","KLHL25","TAD_2155"
"KLHL26","KLHL26","TAD_1014"
"KLHL29","KLHL29","TAD_2058"
"KLHL3","KLHL3","TAD_91"
"KLHL30","KLHL30","TAD_2157"
"KLHL31","KLHL31","TAD_863"
"KLHL32","KLHL32","TAD_240"
"KLHL35","KLHL35","TAD_3364"
"KLHL36","KLHL36","TAD_600"
"KLHL4","KLHL4","TAD_1335"
"KLHL5","KLHL5","TAD_3090"
"KLHL6","KLHL6","TAD_3635"
"KLHL7","KLHL7","TAD_316"
"KLK1","KLK1","TAD_2821"
"KLK11","KLK11","TAD_1690"
"KLK12","KLK12","TAD_381"
"KLK13","KLK13","TAD_1679"
"KLK14","KLK14","TAD_2480"
"KLK15","KLK15","TAD_1188"
"KLK2","KLK2","TAD_1038"
"KLK4","KLK4","TAD_2910"
"KLK5","KLK5","TAD_1856"
"KLK6","KLK6","TAD_1508"
"KLK7","KLK7","TAD_1649"
"KLKP1","KLKP1","TAD_2831"
"KLRC1","KLRC1","TAD_715"
"KLRC2","KLRC2","TAD_2979"
"KLRC3","KLRC3","TAD_2184"
"KLRC4","KLRC4","TAD_622"
"KLRC4-KLRK1","KLRC4-KLRK1","TAD_6"
"KLRD1","KLRD1","TAD_2703"
"KLRG1","KLRG1","TAD_3398"
"KLRK1","KLRK1","TAD_542"
"KMO","KMO","TAD_1936"
"KNDC1","KNDC1","TAD_590"
"KPNA3","KPNA3","TAD_1123"
"KPNA5","KPNA5","TAD_524"
"KPNA7","KPNA7","TAD_772"
"KPTN","KPTN","TAD_3689"
"KRAS","KRAS","TAD_1137"
"KRBA1","KRBA1","TAD_1499"
"KRBOX1","KRBOX1","TAD_791"
"KREMEN1","KREMEN1","TAD_523"
"KRI1","KRI1","TAD_3643"
"KRIT1","KRIT1","TAD_22"
"KRT10","KRT10","TAD_3404"
"KRT13","KRT13","TAD_3679"
"KRT14","KRT14","TAD_3329"
"KRT15","KRT15","TAD_3458"
"KRT16","KRT16","TAD_72"
"KRT17","KRT17","TAD_1326"
"KRT19P2","KRT19P2","TAD_217"
"KRT20","KRT20","TAD_3430"
"KRT222","KRT222","TAD_2440"
"KRT3","KRT3","TAD_2213"
"KRT31","KRT31","TAD_3165"
"KRT32","KRT32","TAD_710"
"KRT33A","KRT33A","TAD_1178"
"KRT34","KRT34","TAD_3619"
"KRT35","KRT35","TAD_3496"
"KRT37","KRT37","TAD_2405"
"KRT39","KRT39","TAD_552"
"KRT4","KRT4","TAD_2607"
"KRT40","KRT40","TAD_593"
"KRT6A","KRT6A","TAD_945"
"KRT6C","KRT6C","TAD_644"
"KRT74","KRT74","TAD_2838"
"KRT75","KRT75","TAD_565"
"KRT76","KRT76","TAD_733"
"KRT78","KRT78","TAD_1475"
"KRT79","KRT79","TAD_2394"
"KRT81","KRT81","TAD_2528"
"KRT83","KRT83","TAD_3384"
"KRT85","KRT85","TAD_1169"
"KRT86","KRT86","TAD_1291"
"KRT9","KRT9","TAD_3189"
"KRTAP1-3","KRTAP1-3","TAD_727"
"KRTAP1-5","KRTAP1-5","TAD_1458"
"KRTAP2-2","KRTAP2-2","TAD_1395"
"KRTAP2-4","KRTAP2-4","TAD_3684"
"KRTAP24-1","KRTAP24-1","TAD_3321"
"KRTAP3-2","KRTAP3-2","TAD_3270"
"KRTAP3-3","KRTAP3-3","TAD_803"
"KRTAP4-1","KRTAP4-1","TAD_3178"
"KRTAP4-11","KRTAP4-11","TAD_2985"
"KRTAP4-12","KRTAP4-12","TAD_1008"
"KRTAP4-2","KRTAP4-2","TAD_2267"
"KRTAP4-4","KRTAP4-4","TAD_169"
"KRTAP4-8","KRTAP4-8","TAD_1200"
"KRTAP4-9","KRTAP4-9","TAD_2844"
"KRTCAP3","KRTCAP3","TAD_2392"
"KSR1;AK095721","KSR1;AK095721","TAD_593"
"KSR2","KSR2","TAD_2337"
"KTN1","KTN1","TAD_3222"
"KU-MEL-3","KU-MEL-3","TAD_3089"
"KYNU","KYNU","TAD_2532"
"L1CAM","L1CAM","TAD_1529"
"L1TD1","L1TD1","TAD_2942"
"L26953;CSNK1A1","L26953;CSNK1A1","TAD_2738"
"L2HGDH","L2HGDH","TAD_3435"
"L32131","L32131","TAD_3535"
"LACE1","LACE1","TAD_1688"
"LACTB","LACTB","TAD_1578"
"LAD1","LAD1","TAD_678"
"LAG3","LAG3","TAD_977"
"LAIR1","LAIR1","TAD_1421"
"LAMA1","LAMA1","TAD_361"
"LAMA3","LAMA3","TAD_3132"
"LAMA5;MIR4758","LAMA5;MIR4758","TAD_210"
"LAMB1","LAMB1","TAD_551"
"LAMB2","LAMB2","TAD_413"
"LAMB2P1","LAMB2P1","TAD_3023"
"LAMB4","LAMB4","TAD_2261"
"LAMC2","LAMC2","TAD_1123"
"LAMC3","LAMC3","TAD_3167"
"LAMP2","LAMP2","TAD_2260"
"LAMP3","LAMP3","TAD_2602"
"LAMTOR1","LAMTOR1","TAD_3485"
"LAMTOR2","LAMTOR2","TAD_586"
"LAMTOR3","LAMTOR3","TAD_1423"
"LANCL1","LANCL1","TAD_817"
"LANCL2","LANCL2","TAD_1123"
"LAP3","LAP3","TAD_1352"
"LAPTM4A","LAPTM4A","TAD_2376"
"LARP1","LARP1","TAD_147"
"LARP4","LARP4","TAD_2024"
"LARS","LARS","TAD_3680"
"LARS2","LARS2","TAD_1060"
"LAT2","LAT2","TAD_2489"
"LATS1","LATS1","TAD_625"
"LATS2","LATS2","TAD_1029"
"LAX1","LAX1","TAD_2093"
"LAYN","LAYN","TAD_2345"
"LBH","LBH","TAD_851"
"LBP","LBP","TAD_2754"
"LBX2","LBX2","TAD_565"
"LCA5","LCA5","TAD_229"
"LCAT","LCAT","TAD_316"
"LCK","LCK","TAD_3554"
"LCLAT1","LCLAT1","TAD_1441"
"LCMT1","LCMT1","TAD_234"
"LCN12","LCN12","TAD_2547"
"LCNL1","LCNL1","TAD_2342"
"LCP1","LCP1","TAD_1938"
"LCP2","LCP2","TAD_142"
"LDB3;AX747977","LDB3;AX747977","TAD_1732"
"LDHB","LDHB","TAD_1672"
"LDHC","LDHC","TAD_1665"
"LDLRAD2","LDLRAD2","TAD_2825"
"LDLRAD3","LDLRAD3","TAD_1082"
"LDLRAP1","LDLRAP1","TAD_3179"
"LDOC1","LDOC1","TAD_449"
"LDOC1L","LDOC1L","TAD_3173"
"LEF1","LEF1","TAD_1940"
"LEFTY1","LEFTY1","TAD_1371"
"LEFTY2","LEFTY2","TAD_3629"
"LENEP","LENEP","TAD_1787"
"LEO1","LEO1","TAD_1291"
"LEPRE1","LEPRE1","TAD_1443"
"LEPREL2;GPR162","LEPREL2;GPR162","TAD_565"
"LEPROT","LEPROT","TAD_1557"
"LETM2","LETM2","TAD_2208"
"LETMD1","LETMD1","TAD_1582"
"LGALS2","LGALS2","TAD_802"
"LGALS3","LGALS3","TAD_1578"
"LGALS4","LGALS4","TAD_1994"
"LGALS7B","LGALS7B","TAD_64"
"LGALSL","LGALSL","TAD_965"
"LGI3","LGI3","TAD_320"
"LGI4","LGI4","TAD_1038"
"LGMN","LGMN","TAD_1619"
"LGR4","LGR4","TAD_1611"
"LGR5","LGR5","TAD_1264"
"LHFPL2","LHFPL2","TAD_119"
"LHX1","LHX1","TAD_821"
"LHX2","LHX2","TAD_1740"
"LHX3","LHX3","TAD_124"
"LHX4","LHX4","TAD_2826"
"LHX6","LHX6","TAD_2392"
"LIF","LIF","TAD_2494"
"LIG3","LIG3","TAD_2638"
"LILRB4","LILRB4","TAD_2345"
"LIM2","LIM2","TAD_2516"
"LIMA1","LIMA1","TAD_3483"
"LIMCH1","LIMCH1","TAD_1937"
"LIMD2","LIMD2","TAD_1757"
"LIMK1","LIMK1","TAD_3538"
"LIMS1","LIMS1","TAD_2241"
"LIMS2","LIMS2","TAD_2526"
"LIN37","LIN37","TAD_172"
"LIN54","LIN54","TAD_1358"
"LIN7A","LIN7A","TAD_2142"
"LIN7B","LIN7B","TAD_2213"
"LINC00029","LINC00029","TAD_774"
"LINC00052","LINC00052","TAD_3003"
"LINC00085","LINC00085","TAD_555"
"LINC00086","LINC00086","TAD_2945"
"LINC00111","LINC00111","TAD_2283"
"LINC00159","LINC00159","TAD_889"
"LINC00161","LINC00161","TAD_3369"
"LINC00162","LINC00162","TAD_530"
"LINC00163","LINC00163","TAD_1443"
"LINC00174","LINC00174","TAD_2838"
"LINC00176","LINC00176","TAD_3537"
"LINC00184","LINC00184","TAD_2094"
"LINC00189","LINC00189","TAD_1409"
"LINC00221","LINC00221","TAD_1350"
"LINC00238","LINC00238","TAD_1057"
"LINC00240","LINC00240","TAD_3049"
"LINC00242","LINC00242","TAD_169"
"LINC00277","LINC00277","TAD_2507"
"LINC00284","LINC00284","TAD_3021"
"LINC00294","LINC00294","TAD_2832"
"LINC00299","LINC00299","TAD_3267"
"LINC00303","LINC00303","TAD_1562"
"LINC00310","LINC00310","TAD_1109"
"LINC00311","LINC00311","TAD_597"
"LINC00312","LINC00312","TAD_1106"
"LINC00313","LINC00313","TAD_3248"
"LINC00319","LINC00319","TAD_3458"
"LINC00324","LINC00324","TAD_93"
"LINC00326","LINC00326","TAD_2310"
"LINC00327","LINC00327","TAD_2726"
"LINC00338","LINC00338","TAD_2261"
"LINC00340","LINC00340","TAD_2324"
"LINC00341","LINC00341","TAD_3533"
"LINC00346","LINC00346","TAD_1086"
"LINC00460","LINC00460","TAD_2289"
"LINC00467","LINC00467","TAD_723"
"LINC00470","LINC00470","TAD_1442"
"LINC00472","LINC00472","TAD_1859"
"LINC00473","LINC00473","TAD_354"
"LINC00478","LINC00478","TAD_22"
"LINC00479","LINC00479","TAD_269"
"LINC00482","LINC00482","TAD_2838"
"LINC00493","LINC00493","TAD_1807"
"LINC00494","LINC00494","TAD_543"
"LINC00520","LINC00520","TAD_1057"
"LINC00525","LINC00525","TAD_2964"
"LINC00526","LINC00526","TAD_3520"
"LINGO1","LINGO1","TAD_2803"
"LINGO4","LINGO4","TAD_2237"
"LIPC","LIPC","TAD_449"
"LIPF","LIPF","TAD_1186"
"LIPH","LIPH","TAD_1649"
"LIPN","LIPN","TAD_2391"
"LIPT1","LIPT1","TAD_2237"
"LIPT2","LIPT2","TAD_1860"
"LITAF","LITAF","TAD_3416"
"LIX1","LIX1","TAD_1162"
"LIX1L","LIX1L","TAD_137"
"LLGL2","LLGL2","TAD_969"
"LLPH","LLPH","TAD_1911"
"LMAN2L","LMAN2L","TAD_3120"
"LMBR1","LMBR1","TAD_2754"
"LMBR1L","LMBR1L","TAD_2722"
"LMBRD2","LMBRD2","TAD_217"
"LMCD1","LMCD1","TAD_667"
"LMF1","LMF1","TAD_1634"
"LMF2","LMF2","TAD_2378"
"LMLN","LMLN","TAD_2998"
"LMNB1","LMNB1","TAD_3434"
"LMO1","LMO1","TAD_2703"
"LMO4","LMO4","TAD_1692"
"LMO7;AK123459","LMO7;AK123459","TAD_932"
"LMOD1","LMOD1","TAD_2758"
"LMTK2","LMTK2","TAD_3663"
"LMTK3","LMTK3","TAD_1057"
"LMX1A","LMX1A","TAD_429"
"LMX1B","LMX1B","TAD_1689"
"LNP1","LNP1","TAD_2357"
"LNPEP","LNPEP","TAD_643"
"LNX1","LNX1","TAD_2789"
"LNX2","LNX2","TAD_175"
"LOC100126784","LOC100126784","TAD_2838"
"LOC100127983","LOC100127983","TAD_2013"
"LOC100128054","LOC100128054","TAD_422"
"LOC100128098","LOC100128098","TAD_1188"
"LOC100128126","LOC100128126","TAD_1499"
"LOC100128164","LOC100128164","TAD_2192"
"LOC100128191","LOC100128191","TAD_2122"
"LOC100128239","LOC100128239","TAD_2836"
"LOC100128264","LOC100128264","TAD_2834"
"LOC100128292","LOC100128292","TAD_2886"
"LOC100128338;AX746851","LOC100128338;AX746851","TAD_512"
"LOC100128361","LOC100128361","TAD_3166"
"LOC100128505","LOC100128505","TAD_1057"
"LOC100128573","LOC100128573","TAD_764"
"LOC100128640","LOC100128640","TAD_2228"
"LOC100128787","LOC100128787","TAD_1038"
"LOC100128822","LOC100128822","TAD_2141"
"LOC100129138","LOC100129138","TAD_526"
"LOC100129269","LOC100129269","TAD_2346"
"LOC100129345","LOC100129345","TAD_1870"
"LOC100129361","LOC100129361","TAD_2532"
"LOC100129518","LOC100129518","TAD_2357"
"LOC100129550","LOC100129550","TAD_2932"
"LOC100129716","LOC100129716","TAD_2839"
"LOC100129722","LOC100129722","TAD_1294"
"LOC100129726","LOC100129726","TAD_2039"
"LOC100129845","LOC100129845","TAD_1665"
"LOC100129858","LOC100129858","TAD_1925"
"LOC100129917","LOC100129917","TAD_3159"
"LOC100129931","LOC100129931","TAD_72"
"LOC100129961","LOC100129961","TAD_1501"
"LOC100130148","LOC100130148","TAD_664"
"LOC100130231","LOC100130231","TAD_2022"
"LOC100130238","LOC100130238","TAD_3301"
"LOC100130301","LOC100130301","TAD_606"
"LOC100130331","LOC100130331","TAD_870"
"LOC100130357","LOC100130357","TAD_662"
"LOC100130386","LOC100130386","TAD_1866"
"LOC100130452","LOC100130452","TAD_2825"
"LOC100130522","LOC100130522","TAD_1410"
"LOC100130691","LOC100130691","TAD_2265"
"LOC100130705","LOC100130705","TAD_3039"
"LOC100130872;AX747178","LOC100130872;AX747178","TAD_1630"
"LOC100130890","LOC100130890","TAD_482"
"LOC100130899","LOC100130899","TAD_1497"
"LOC100130954","LOC100130954","TAD_3365"
"LOC100130987","LOC100130987","TAD_769"
"LOC100130992","LOC100130992","TAD_2819"
"LOC100131096","LOC100131096","TAD_1960"
"LOC100131257","LOC100131257","TAD_1649"
"LOC100131347","LOC100131347","TAD_3174"
"LOC100131496","LOC100131496","TAD_3417"
"LOC100131551","LOC100131551","TAD_3089"
"LOC100131564","LOC100131564","TAD_1933"
"LOC100131726","LOC100131726","TAD_1771"
"LOC100132163","LOC100132163","TAD_47"
"LOC100132215","LOC100132215","TAD_1184"
"LOC100132247","LOC100132247","TAD_1615"
"LOC100132273","LOC100132273","TAD_2870"
"LOC100132352","LOC100132352","TAD_3110"
"LOC100132354","LOC100132354","TAD_3519"
"LOC100132707","LOC100132707","TAD_3027"
"LOC100132832","LOC100132832","TAD_2502"
"LOC100133161","LOC100133161","TAD_3248"
"LOC100133669","LOC100133669","TAD_1529"
"LOC100133991","LOC100133991","TAD_2057"
"LOC100134015","LOC100134015","TAD_1057"
"LOC100134229","LOC100134229","TAD_1987"
"LOC100134259","LOC100134259","TAD_3478"
"LOC100144603","LOC100144603","TAD_3454"
"LOC100169752","LOC100169752","TAD_2945"
"LOC100192204","LOC100192204","TAD_2170"
"LOC100192378","LOC100192378","TAD_217"
"LOC100216545","LOC100216545","TAD_1660"
"LOC100240735","LOC100240735","TAD_515"
"LOC100272217","LOC100272217","TAD_683"
"LOC100286844","LOC100286844","TAD_3461"
"LOC100287225","LOC100287225","TAD_1106"
"LOC100287482","LOC100287482","TAD_1584"
"LOC100287718","LOC100287718","TAD_1082"
"LOC100287765","LOC100287765","TAD_2507"
"LOC100287792","LOC100287792","TAD_2480"
"LOC100287846","LOC100287846","TAD_3"
"LOC100288069","LOC100288069","TAD_670"
"LOC100288079","LOC100288079","TAD_33"
"LOC100288198","LOC100288198","TAD_2174"
"LOC100288428","LOC100288428","TAD_1954"
"LOC100288748","LOC100288748","TAD_565"
"LOC100288842","LOC100288842","TAD_1424"
"LOC100288846","LOC100288846","TAD_2569"
"LOC100289187","LOC100289187","TAD_1449"
"LOC100289211","LOC100289211","TAD_3533"
"LOC100289230","LOC100289230","TAD_2825"
"LOC100289341","LOC100289341","TAD_3189"
"LOC100289473","LOC100289473","TAD_34"
"LOC100289495","LOC100289495","TAD_3663"
"LOC100289673","LOC100289673","TAD_1423"
"LOC100293516","LOC100293516","TAD_1590"
"LOC100294145","LOC100294145","TAD_226"
"LOC100294362","LOC100294362","TAD_3087"
"LOC100302401","LOC100302401","TAD_2370"
"LOC100302640","LOC100302640","TAD_3369"
"LOC100302650","LOC100302650","TAD_2367"
"LOC100306951","LOC100306951","TAD_2266"
"LOC100329109","LOC100329109","TAD_523"
"LOC100335030","LOC100335030","TAD_1826"
"LOC100379224","LOC100379224","TAD_2603"
"LOC100499183","LOC100499183","TAD_1038"
"LOC100499467","LOC100499467","TAD_1050"
"LOC100499489","LOC100499489","TAD_1925"
"LOC100500773","LOC100500773","TAD_52"
"LOC100505483","LOC100505483","TAD_2213"
"LOC100505495","LOC100505495","TAD_1135"
"LOC100505536","LOC100505536","TAD_3178"
"LOC100505633","LOC100505633","TAD_1920"
"LOC100505648","LOC100505648","TAD_2737"
"LOC100505679","LOC100505679","TAD_217"
"LOC100505681","LOC100505681","TAD_1700"
"LOC100505715","LOC100505715","TAD_312"
"LOC100505716","LOC100505716","TAD_2856"
"LOC100505761;AX746750","LOC100505761;AX746750","TAD_600"
"LOC100505776","LOC100505776","TAD_1654"
"LOC100505782","LOC100505782","TAD_725"
"LOC100505783","LOC100505783","TAD_3444"
"LOC100505795","LOC100505795","TAD_2954"
"LOC100505815","LOC100505815","TAD_217"
"LOC100505839","LOC100505839","TAD_2990"
"LOC100505876","LOC100505876","TAD_1106"
"LOC100505894","LOC100505894","TAD_1206"
"LOC100505912","LOC100505912","TAD_1701"
"LOC100505933","LOC100505933","TAD_2425"
"LOC100506012","LOC100506012","TAD_2518"
"LOC100506023","LOC100506023","TAD_2732"
"LOC100506025","LOC100506025","TAD_1290"
"LOC100506046","LOC100506046","TAD_2473"
"LOC100506054","LOC100506054","TAD_1618"
"LOC100506123","LOC100506123","TAD_1904"
"LOC100506124","LOC100506124","TAD_776"
"LOC100506136","LOC100506136","TAD_3329"
"LOC100506172","LOC100506172","TAD_1482"
"LOC100506207","LOC100506207","TAD_449"
"LOC100506229","LOC100506229","TAD_1381"
"LOC100506241","LOC100506241","TAD_1487"
"LOC100506305","LOC100506305","TAD_2490"
"LOC100506314","LOC100506314","TAD_819"
"LOC100506422","LOC100506422","TAD_461"
"LOC100506451","LOC100506451","TAD_2144"
"LOC100506462","LOC100506462","TAD_1038"
"LOC100506472;TAB1","LOC100506472;TAB1","TAD_2545"
"LOC100506474","LOC100506474","TAD_1188"
"LOC100506540","LOC100506540","TAD_3032"
"LOC100506548","LOC100506548","TAD_1202"
"LOC100506655","LOC100506655","TAD_2744"
"LOC100506686","LOC100506686","TAD_2119"
"LOC100506688","LOC100506688","TAD_705"
"LOC100506710","LOC100506710","TAD_1619"
"LOC100506713","LOC100506713","TAD_692"
"LOC100506733","LOC100506733","TAD_1198"
"LOC100506746","LOC100506746","TAD_400"
"LOC100506757","LOC100506757","TAD_36"
"LOC100506779","LOC100506779","TAD_926"
"LOC100506795","LOC100506795","TAD_2536"
"LOC100506801","LOC100506801","TAD_603"
"LOC100506810","LOC100506810","TAD_3163"
"LOC100506866","LOC100506866","TAD_1038"
"LOC100506895","LOC100506895","TAD_3140"
"LOC100506963","LOC100506963","TAD_1032"
"LOC100506990","LOC100506990","TAD_487"
"LOC100507003","LOC100507003","TAD_3369"
"LOC100507032","LOC100507032","TAD_1123"
"LOC100507050","LOC100507050","TAD_653"
"LOC100507066","LOC100507066","TAD_3432"
"LOC100507086","LOC100507086","TAD_2336"
"LOC100507140","LOC100507140","TAD_1057"
"LOC100507173","LOC100507173","TAD_642"
"LOC100507194","LOC100507194","TAD_3413"
"LOC100507217;AK024092","LOC100507217;AK024092","TAD_1894"
"LOC100507218","LOC100507218","TAD_2331"
"LOC100507240","LOC100507240","TAD_1692"
"LOC100507244","LOC100507244","TAD_2831"
"LOC100507246;SNORD1C","LOC100507246;SNORD1C","TAD_2391"
"LOC100507250","LOC100507250","TAD_523"
"LOC100507266","LOC100507266","TAD_280"
"LOC100507391","LOC100507391","TAD_819"
"LOC100507392","LOC100507392","TAD_3490"
"LOC100507424","LOC100507424","TAD_2643"
"LOC100507463","LOC100507463","TAD_1553"
"LOC100507466","LOC100507466","TAD_1352"
"LOC100507489","LOC100507489","TAD_2094"
"LOC100507495","LOC100507495","TAD_2927"
"LOC100507501","LOC100507501","TAD_2831"
"LOC100507537","LOC100507537","TAD_1265"
"LOC100507547","LOC100507547","TAD_3012"
"LOC100507567","LOC100507567","TAD_276"
"LOC100507577","LOC100507577","TAD_1484"
"LOC100507582","LOC100507582","TAD_3307"
"LOC100507605","LOC100507605","TAD_2498"
"LOC100527964","LOC100527964","TAD_3629"
"LOC100630918","LOC100630918","TAD_533"
"LOC100653515","LOC100653515","TAD_685"
"LOC113386","LOC113386","TAD_3134"
"LOC116437","LOC116437","TAD_1503"
"LOC127841","LOC127841","TAD_3026"
"LOC139201","LOC139201","TAD_3484"
"LOC144481","LOC144481","TAD_1483"
"LOC144486","LOC144486","TAD_1424"
"LOC144571","LOC144571","TAD_513"
"LOC144817","LOC144817","TAD_3535"
"LOC145783","LOC145783","TAD_150"
"LOC145820","LOC145820","TAD_3670"
"LOC145845","LOC145845","TAD_3395"
"LOC146336","LOC146336","TAD_3353"
"LOC147093","LOC147093","TAD_3547"
"LOC147646","LOC147646","TAD_169"
"LOC147727","LOC147727","TAD_1091"
"LOC148145","LOC148145","TAD_190"
"LOC148189","LOC148189","TAD_1036"
"LOC148413","LOC148413","TAD_3689"
"LOC148709","LOC148709","TAD_1352"
"LOC150197","LOC150197","TAD_2683"
"LOC150776","LOC150776","TAD_2473"
"LOC150935","LOC150935","TAD_3166"
"LOC151009","LOC151009","TAD_3649"
"LOC151121","LOC151121","TAD_3541"
"LOC151171","LOC151171","TAD_74"
"LOC151484","LOC151484","TAD_969"
"LOC152024","LOC152024","TAD_2454"
"LOC152217","LOC152217","TAD_245"
"LOC152742","LOC152742","TAD_339"
"LOC153684","LOC153684","TAD_3329"
"LOC153910","LOC153910","TAD_2034"
"LOC154822","LOC154822","TAD_210"
"LOC154860","LOC154860","TAD_2367"
"LOC157273","LOC157273","TAD_1825"
"LOC158376","LOC158376","TAD_2643"
"LOC158572","LOC158572","TAD_1344"
"LOC170425","LOC170425","TAD_218"
"LOC200261","LOC200261","TAD_1740"
"LOC201617","LOC201617","TAD_3661"
"LOC219347","LOC219347","TAD_199"
"LOC219731","LOC219731","TAD_1057"
"LOC220906","LOC220906","TAD_1057"
"LOC221442","LOC221442","TAD_2405"
"LOC23117","LOC23117","TAD_2376"
"LOC255411","LOC255411","TAD_1533"
"LOC255512","LOC255512","TAD_2418"
"LOC257358","LOC257358","TAD_429"
"LOC282997","LOC282997","TAD_2857"
"LOC283038","LOC283038","TAD_1123"
"LOC283070","LOC283070","TAD_460"
"LOC283104","LOC283104","TAD_2857"
"LOC283332","LOC283332","TAD_1692"
"LOC283392;BC093903","LOC283392;BC093903","TAD_240"
"LOC283403","LOC283403","TAD_3016"
"LOC283404","LOC283404","TAD_3140"
"LOC283440","LOC283440","TAD_676"
"LOC283547","LOC283547","TAD_1595"
"LOC283553","LOC283553","TAD_2469"
"LOC283663","LOC283663","TAD_2332"
"LOC283688","LOC283688","TAD_76"
"LOC283693","LOC283693","TAD_2243"
"LOC284080","LOC284080","TAD_2339"
"LOC284260","LOC284260","TAD_1261"
"LOC284385","LOC284385","TAD_2838"
"LOC284395","LOC284395","TAD_850"
"LOC284440","LOC284440","TAD_1595"
"LOC284454","LOC284454","TAD_1460"
"LOC284632","LOC284632","TAD_2200"
"LOC284751","LOC284751","TAD_884"
"LOC284798","LOC284798","TAD_1736"
"LOC284801","LOC284801","TAD_125"
"LOC284804","LOC284804","TAD_1619"
"LOC284837","LOC284837","TAD_240"
"LOC284865","LOC284865","TAD_1669"
"LOC284998","LOC284998","TAD_1188"
"LOC285033","LOC285033","TAD_3331"
"LOC285074","LOC285074","TAD_2728"
"LOC285205","LOC285205","TAD_3436"
"LOC285326","LOC285326","TAD_2838"
"LOC285419","LOC285419","TAD_1996"
"LOC285456","LOC285456","TAD_1358"
"LOC285484","LOC285484","TAD_850"
"LOC285501","LOC285501","TAD_2848"
"LOC285626","LOC285626","TAD_1603"
"LOC285629","LOC285629","TAD_3317"
"LOC285692","LOC285692","TAD_517"
"LOC285696","LOC285696","TAD_211"
"LOC285819","LOC285819","TAD_974"
"LOC285847","LOC285847","TAD_1049"
"LOC285878","LOC285878","TAD_22"
