"","gene","TAD"
"KCNJ11","KCNJ11","TAD_1448"
"KCNJ12","KCNJ12","TAD_3535"
"KCNJ14","KCNJ14","TAD_1200"
"KCNJ8","KCNJ8","TAD_1930"
"KCNK10","KCNK10","TAD_468"
"KCNK3","KCNK3","TAD_296"
"KCNK4","KCNK4","TAD_2470"
"KCNK6","KCNK6","TAD_2682"
"KCNK9","KCNK9","TAD_2528"
"KCNMB1","KCNMB1","TAD_2363"
"KCNMB3","KCNMB3","TAD_3174"
"KCNMB4","KCNMB4","TAD_3122"
"KCNN1","KCNN1","TAD_2738"
"KCNN3","KCNN3","TAD_2504"
"KCNN4","KCNN4","TAD_2456"
"KCNQ1OT1","KCNQ1OT1","TAD_3179"
"KCNQ3","KCNQ3","TAD_1200"
"KCNQ4","KCNQ4","TAD_1140"
"KCNRG","KCNRG","TAD_1648"
"KCNS3","KCNS3","TAD_1167"
"KCNV1","KCNV1","TAD_926"
"KCP","KCP","TAD_467"
"KCTD1","KCTD1","TAD_228"
"KCTD10","KCTD10","TAD_24"
"KCTD11","KCTD11","TAD_2826"
"KCTD12","KCTD12","TAD_3038"
"KCTD13","KCTD13","TAD_771"
"KCTD14","KCTD14","TAD_934"
"KCTD17","KCTD17","TAD_1732"
"KCTD18","KCTD18","TAD_348"
"KCTD19","KCTD19","TAD_2044"
"KCTD2","KCTD2","TAD_1584"
"KCTD21","KCTD21","TAD_2211"
"KCTD6","KCTD6","TAD_1545"
"KCTD9","KCTD9","TAD_1196"
"KDELC1","KDELC1","TAD_532"
"KDELC2","KDELC2","TAD_2831"
"KDELR1","KDELR1","TAD_1386"
"KDELR3","KDELR3","TAD_1209"
"KDM1A","KDM1A","TAD_473"
"KDM1B","KDM1B","TAD_3451"
"KDM2A;DKFZp434M1735","KDM2A;DKFZp434M1735","TAD_3573"
"KDM2B","KDM2B","TAD_2607"
"KDM3A","KDM3A","TAD_171"
"KDM3B","KDM3B","TAD_2511"
"KDM4A","KDM4A","TAD_1653"
"KDM4B","KDM4B","TAD_2044"
"KDM4C","KDM4C","TAD_2213"
"KDM4D","KDM4D","TAD_2998"
"KDM5B","KDM5B","TAD_2744"
"KDM5C","KDM5C","TAD_419"
"KDM6A","KDM6A","TAD_3067"
"KDM6B","KDM6B","TAD_513"
"KDSR","KDSR","TAD_759"
"KHK","KHK","TAD_1731"
"KHSRP","KHSRP","TAD_1693"
"KIAA0040","KIAA0040","TAD_2180"
"KIAA0141;AX748172","KIAA0141;AX748172","TAD_2050"
"KIAA0182","KIAA0182","TAD_3519"
"KIAA0195","KIAA0195","TAD_1596"
"KIAA0232","KIAA0232","TAD_92"
"KIAA0240","KIAA0240","TAD_2551"
"KIAA0284","KIAA0284","TAD_175"
"KIAA0317","KIAA0317","TAD_985"
"KIAA0319","KIAA0319","TAD_1595"
"KIAA0319L","KIAA0319L","TAD_586"
"KIAA0391","KIAA0391","TAD_1732"
"KIAA0408","KIAA0408","TAD_2593"
"KIAA0488","KIAA0488","TAD_3520"
"KIAA0664L3","KIAA0664L3","TAD_1771"
"KIAA0754","KIAA0754","TAD_1917"
"KIAA0825","KIAA0825","TAD_157"
"KIAA0889","KIAA0889","TAD_2989"
"KIAA0907","KIAA0907","TAD_2826"
"KIAA0922","KIAA0922","TAD_2190"
"KIAA0930","KIAA0930","TAD_1983"
"KIAA1009","KIAA1009","TAD_1053"
"KIAA1024","KIAA1024","TAD_2265"
"KIAA1045","KIAA1045","TAD_1701"
"KIAA1107","KIAA1107","TAD_3108"
"KIAA1143","KIAA1143","TAD_241"
"KIAA1147","KIAA1147","TAD_378"
"KIAA1161","KIAA1161","TAD_2093"
"KIAA1199;AL109718","KIAA1199;AL109718","TAD_1914"
"KIAA1201","KIAA1201","TAD_1632"
"KIAA1217","KIAA1217","TAD_178"
"KIAA1244","KIAA1244","TAD_1669"
"KIAA1257","KIAA1257","TAD_1460"
"KIAA1274","KIAA1274","TAD_2655"
"KIAA1324","KIAA1324","TAD_596"
"KIAA1377","KIAA1377","TAD_3139"
"KIAA1383","KIAA1383","TAD_2697"
"KIAA1407","KIAA1407","TAD_1837"
"KIAA1429","KIAA1429","TAD_2252"
"KIAA1430","KIAA1430","TAD_2804"
"KIAA1432","KIAA1432","TAD_1962"
"KIAA1467","KIAA1467","TAD_1699"
"KIAA1522","KIAA1522","TAD_2486"
"KIAA1530","KIAA1530","TAD_112"
"KIAA1549","KIAA1549","TAD_1000"
"KIAA1586","KIAA1586","TAD_2842"
"KIAA1598;AK092331","KIAA1598;AK092331","TAD_2927"
"KIAA1609","KIAA1609","TAD_1053"
"KIAA1614","KIAA1614","TAD_3546"
"KIAA1644","KIAA1644","TAD_2005"
"KIAA1671","KIAA1671","TAD_93"
"KIAA1683","KIAA1683","TAD_602"
"KIAA1715","KIAA1715","TAD_1536"
"KIAA1751","KIAA1751","TAD_1925"
"KIAA1797","KIAA1797","TAD_1947"
"KIAA1826","KIAA1826","TAD_2856"
"KIAA1841","KIAA1841","TAD_1825"
"KIAA1875","KIAA1875","TAD_1689"
"KIAA1958","KIAA1958","TAD_2434"
"KIAA2018","KIAA2018","TAD_296"
"KIAA2026","KIAA2026","TAD_609"
"KIF13A","KIF13A","TAD_3009"
"KIF13B","KIF13B","TAD_2261"
"KIF15","KIF15","TAD_1484"
"KIF16B","KIF16B","TAD_625"
"KIF18B","KIF18B","TAD_1784"
"KIF19","KIF19","TAD_1187"
"KIF1A","KIF1A","TAD_17"
"KIF1B","KIF1B","TAD_1913"
"KIF1C","KIF1C","TAD_2808"
"KIF20A","KIF20A","TAD_2136"
"KIF20B;KRMP1","KIF20B;KRMP1","TAD_3483"
"KIF21B","KIF21B","TAD_1288"
"KIF24","KIF24","TAD_2013"
"KIF25","KIF25","TAD_1000"
"KIF3A","KIF3A","TAD_229"
"KIF3B","KIF3B","TAD_2212"
"KIF4A","KIF4A","TAD_3538"
"KIF5B","KIF5B","TAD_1700"
"KIFC1","KIFC1","TAD_3289"
"KIN","KIN","TAD_837"
"KIRREL2","KIRREL2","TAD_1261"
"KIRREL3-AS3","KIRREL3-AS3","TAD_3451"
"KISS1","KISS1","TAD_52"
"KISS1R","KISS1R","TAD_300"
"KLB","KLB","TAD_625"
"KLC1","KLC1","TAD_1919"
"KLC4","KLC4","TAD_881"
"KLF13","KLF13","TAD_627"
"KLF7","KLF7","TAD_2314"
"KLF8","KLF8","TAD_2425"
"KLHDC3","KLHDC3","TAD_1997"
"KLHDC5","KLHDC5","TAD_3535"
"KLHDC7B","KLHDC7B","TAD_480"
"KLHDC8B","KLHDC8B","TAD_1904"
"KLHDC9","KLHDC9","TAD_2483"
"KLHL10","KLHL10","TAD_2136"
"KLHL11","KLHL11","TAD_1653"
"KLHL12","KLHL12","TAD_4"
"KLHL15","KLHL15","TAD_1294"
"KLHL17","KLHL17","TAD_681"
"KLHL2","KLHL2","TAD_2340"
"KLHL20","KLHL20","TAD_2831"
"KLHL23","KLHL23","TAD_1701"
"KLHL24","KLHL24","TAD_2836"
"KLHL26","KLHL26","TAD_1582"
"KLHL3","KLHL3","TAD_149"
"KLHL30","KLHL30","TAD_1947"
"KLHL32","KLHL32","TAD_2434"
"KLHL35","KLHL35","TAD_276"
"KLHL36","KLHL36","TAD_798"
"KLHL5","KLHL5","TAD_2944"
"KLHL7","KLHL7","TAD_3485"
"KLHL8","KLHL8","TAD_216"
"KLK13","KLK13","TAD_3317"
"KLK14","KLK14","TAD_1997"
"KLK2","KLK2","TAD_1421"
"KLK8;KLK9","KLK8;KLK9","TAD_1297"
"KLKP1","KLKP1","TAD_2831"
"KLRAP1","KLRAP1","TAD_3310"
"KLRC3","KLRC3","TAD_889"
"KLRD1","KLRD1","TAD_3538"
"KLRG1","KLRG1","TAD_3466"
"KMO","KMO","TAD_802"
"KNDC1","KNDC1","TAD_3369"
"KNTC1","KNTC1","TAD_3654"
"KPNA3","KPNA3","TAD_220"
"KPNA5","KPNA5","TAD_889"
"KPTN","KPTN","TAD_61"
"KRAS","KRAS","TAD_3440"
"KREMEN1","KREMEN1","TAD_460"
"KRI1","KRI1","TAD_1623"
"KRIT1","KRIT1","TAD_38"
"KRT10","KRT10","TAD_3274"
"KRT15","KRT15","TAD_1681"
"KRT16","KRT16","TAD_2190"
"KRT17","KRT17","TAD_1008"
"KRT20","KRT20","TAD_893"
"KRT222","KRT222","TAD_2516"
"KRT23","KRT23","TAD_2289"
"KRT3","KRT3","TAD_2828"
"KRT32","KRT32","TAD_881"
"KRT34","KRT34","TAD_1117"
"KRT4","KRT4","TAD_690"
"KRT7","KRT7","TAD_117"
"KRT75","KRT75","TAD_3442"
"KRT79","KRT79","TAD_1648"
"KRT80","KRT80","TAD_690"
"KRT81","KRT81","TAD_2289"
"KRT83","KRT83","TAD_1122"
"KRT86","KRT86","TAD_2210"
"KRTAP1-5","KRTAP1-5","TAD_850"
"KRTAP3-1","KRTAP3-1","TAD_191"
"KRTAP4-1","KRTAP4-1","TAD_2033"
"KRTCAP3","KRTCAP3","TAD_773"
"KTN1","KTN1","TAD_2289"
"KTN1-AS1","KTN1-AS1","TAD_2042"
"KXD1","KXD1","TAD_3269"
"L1CAM","L1CAM","TAD_2907"
"L26953;CSNK1A1","L26953;CSNK1A1","TAD_1352"
"L32131","L32131","TAD_2783"
"LACTB2","LACTB2","TAD_790"
"LAD1","LAD1","TAD_1110"
"LAG3","LAG3","TAD_1423"
"LAGE3","LAGE3","TAD_2005"
"LAMA2","LAMA2","TAD_3023"
"LAMA3","LAMA3","TAD_1445"
"LAMA5;MIR4758","LAMA5;MIR4758","TAD_201"
"LAMB1","LAMB1","TAD_3139"
"LAMB2P1","LAMB2P1","TAD_2289"
"LAMB3","LAMB3","TAD_3120"
"LAMB4","LAMB4","TAD_1722"
"LAMC1","LAMC1","TAD_759"
"LAMC2","LAMC2","TAD_370"
"LAMP1","LAMP1","TAD_2655"
"LAMP3","LAMP3","TAD_431"
"LAMTOR1","LAMTOR1","TAD_3318"
"LAMTOR2","LAMTOR2","TAD_1053"
"LAMTOR3","LAMTOR3","TAD_348"
"LANCL1","LANCL1","TAD_3339"
"LANCL2","LANCL2","TAD_165"
"LAP3","LAP3","TAD_1168"
"LAPTM4A","LAPTM4A","TAD_3049"
"LAPTM4B","LAPTM4B","TAD_1679"
"LARP1B","LARP1B","TAD_2901"
"LARP4","LARP4","TAD_2190"
"LARP6","LARP6","TAD_1870"
"LARP7","LARP7","TAD_2726"
"LARS2","LARS2","TAD_3136"
"LAT2","LAT2","TAD_1264"
"LATS1","LATS1","TAD_316"
"LAYN","LAYN","TAD_1574"
"LBX2","LBX2","TAD_1706"
"LCA5","LCA5","TAD_653"
"LCAT","LCAT","TAD_124"
"LCK","LCK","TAD_2024"
"LCMT1","LCMT1","TAD_497"
"LCN12","LCN12","TAD_3195"
"LCNL1","LCNL1","TAD_2764"
"LCP2","LCP2","TAD_526"
"LDB3;AX747977","LDB3;AX747977","TAD_2783"
"LDHA","LDHA","TAD_1345"
"LDHB","LDHB","TAD_1423"
"LDLRAD3","LDLRAD3","TAD_1199"
"LDOC1L","LDOC1L","TAD_531"
"LEAP2","LEAP2","TAD_497"
"LEFTY1","LEFTY1","TAD_3451"
"LEFTY2","LEFTY2","TAD_3087"
"LEKR1","LEKR1","TAD_1266"
"LEMD2","LEMD2","TAD_851"
"LENEP","LENEP","TAD_830"
"LEO1","LEO1","TAD_2013"
"LEPR","LEPR","TAD_1940"
"LEPRE1","LEPRE1","TAD_1625"
"LEPREL2;GPR162","LEPREL2;GPR162","TAD_1615"
"LEPREL4","LEPREL4","TAD_3040"
"LEPROT","LEPROT","TAD_2091"
"LETM1","LETM1","TAD_2734"
"LETM2","LETM2","TAD_2393"
"LETMD1","LETMD1","TAD_366"
"LFNG;MIR4648","LFNG;MIR4648","TAD_2894"
"LGALS1","LGALS1","TAD_733"
"LGALS3","LGALS3","TAD_1646"
"LGALS4","LGALS4","TAD_1799"
"LGALSL","LGALSL","TAD_3629"
"LGI3","LGI3","TAD_459"
"LGI4","LGI4","TAD_2826"
"LGR5","LGR5","TAD_3049"
"LHFPL2","LHFPL2","TAD_1984"
"LHX3","LHX3","TAD_889"
"LHX6","LHX6","TAD_339"
"LHX9","LHX9","TAD_1722"
"LIF","LIF","TAD_1503"
"LIG1","LIG1","TAD_2982"
"LIG3","LIG3","TAD_569"
"LIM2","LIM2","TAD_3110"
"LIMA1","LIMA1","TAD_1913"
"LIMD1","LIMD1","TAD_2316"
"LIMD2","LIMD2","TAD_1672"
"LIMK1","LIMK1","TAD_816"
"LIMK2","LIMK2","TAD_2342"
"LIMS1","LIMS1","TAD_1421"
"LIMS2","LIMS2","TAD_3464"
"LIN28B","LIN28B","TAD_1482"
"LIN37","LIN37","TAD_1129"
"LIN54","LIN54","TAD_395"
"LIN7A","LIN7A","TAD_146"
"LIN7B","LIN7B","TAD_216"
"LIN9","LIN9","TAD_2912"
"LINC00085","LINC00085","TAD_378"
"LINC00086","LINC00086","TAD_2412"
"LINC00174","LINC00174","TAD_2060"
"LINC00176","LINC00176","TAD_312"
"LINC00238","LINC00238","TAD_557"
"LINC00242","LINC00242","TAD_1181"
"LINC00263","LINC00263","TAD_990"
"LINC00284","LINC00284","TAD_606"
"LINC00294","LINC00294","TAD_2434"
"LINC00311","LINC00311","TAD_1127"
"LINC00312","LINC00312","TAD_3301"
"LINC00313","LINC00313","TAD_2388"
"LINC00319","LINC00319","TAD_3388"
"LINC00324","LINC00324","TAD_1688"
"LINC00338","LINC00338","TAD_2738"
"LINC00341","LINC00341","TAD_1415"
"LINC00346","LINC00346","TAD_1590"
"LINC00426","LINC00426","TAD_2414"
"LINC00467","LINC00467","TAD_1261"
"LINC00472","LINC00472","TAD_2212"
"LINC00473","LINC00473","TAD_2229"
"LINC00476","LINC00476","TAD_1557"
"LINC00479","LINC00479","TAD_3676"
"LINC00482","LINC00482","TAD_1742"
"LINC00493","LINC00493","TAD_1689"
"LINC00520","LINC00520","TAD_1494"
"LINC00525","LINC00525","TAD_1442"
"LINC00526","LINC00526","TAD_667"
"LIPC","LIPC","TAD_3467"
"LIPT1","LIPT1","TAD_530"
"LIPT2","LIPT2","TAD_14"
"LITAF","LITAF","TAD_1722"
"LIX1","LIX1","TAD_1941"
"LIX1L","LIX1L","TAD_1151"
"LLGL1","LLGL1","TAD_2351"
"LLGL2","LLGL2","TAD_62"
"LLPH","LLPH","TAD_725"
"LMAN1","LMAN1","TAD_849"
"LMAN2L","LMAN2L","TAD_322"
"LMBR1L","LMBR1L","TAD_3535"
"LMBRD1","LMBRD1","TAD_627"
"LMBRD2","LMBRD2","TAD_1036"
"LMCD1","LMCD1","TAD_3628"
"LMF1","LMF1","TAD_1422"
"LMLN","LMLN","TAD_1060"
"LMNA","LMNA","TAD_3483"
"LMO2","LMO2","TAD_727"
"LMOD1","LMOD1","TAD_1022"
"LMTK3","LMTK3","TAD_2372"
"LNP1","LNP1","TAD_180"
"LNPEP","LNPEP","TAD_940"
"LNX1","LNX1","TAD_1137"
"LNX2","LNX2","TAD_2281"
"LOC100049716","LOC100049716","TAD_2754"
"LOC100127983","LOC100127983","TAD_3412"
"LOC100128023","LOC100128023","TAD_2998"
"LOC100128191","LOC100128191","TAD_2828"
"LOC100128338;AX746851","LOC100128338;AX746851","TAD_2217"
"LOC100128361","LOC100128361","TAD_2912"
"LOC100128398","LOC100128398","TAD_1574"
"LOC100128573","LOC100128573","TAD_2892"
"LOC100129138","LOC100129138","TAD_2412"
"LOC100129250","LOC100129250","TAD_2667"
"LOC100129269","LOC100129269","TAD_3676"
"LOC100129316","LOC100129316","TAD_165"
"LOC100129361","LOC100129361","TAD_2"
"LOC100129518","LOC100129518","TAD_2274"
"LOC100129534","LOC100129534","TAD_849"
"LOC100129550","LOC100129550","TAD_473"
"LOC100129722","LOC100129722","TAD_218"
"LOC100129845","LOC100129845","TAD_3381"
"LOC100129858","LOC100129858","TAD_213"
"LOC100129917","LOC100129917","TAD_2831"
"LOC100129961","LOC100129961","TAD_2091"
"LOC100130238","LOC100130238","TAD_1742"
"LOC100130522","LOC100130522","TAD_1203"
"LOC100130557","LOC100130557","TAD_1617"
"LOC100130691","LOC100130691","TAD_1925"
"LOC100130705","LOC100130705","TAD_2528"
"LOC100130872;AX747178","LOC100130872;AX747178","TAD_112"
"LOC100130890","LOC100130890","TAD_1682"
"LOC100130992","LOC100130992","TAD_3538"
"LOC100131096","LOC100131096","TAD_1798"
"LOC100131347","LOC100131347","TAD_2290"
"LOC100131551","LOC100131551","TAD_2194"
"LOC100131564","LOC100131564","TAD_3629"
"LOC100132215","LOC100132215","TAD_1614"
"LOC100132354","LOC100132354","TAD_88"
"LOC100132356","LOC100132356","TAD_1442"
"LOC100132707","LOC100132707","TAD_1099"
"LOC100132774","LOC100132774","TAD_3274"
"LOC100133985","LOC100133985","TAD_2405"
"LOC100133991","LOC100133991","TAD_3483"
"LOC100134015","LOC100134015","TAD_1475"
"LOC100134229","LOC100134229","TAD_3120"
"LOC100134259","LOC100134259","TAD_709"
"LOC100144603","LOC100144603","TAD_1659"
"LOC100216545","LOC100216545","TAD_3547"
"LOC100216546","LOC100216546","TAD_2"
"LOC100233209","LOC100233209","TAD_593"
"LOC100286844","LOC100286844","TAD_59"
"LOC100287177","LOC100287177","TAD_685"
"LOC100287482","LOC100287482","TAD_1947"
"LOC100287765","LOC100287765","TAD_769"
"LOC100288069","LOC100288069","TAD_910"
"LOC100288181","LOC100288181","TAD_835"
"LOC100288198","LOC100288198","TAD_3339"
"LOC100288428","LOC100288428","TAD_2728"
"LOC100288432","LOC100288432","TAD_3165"
"LOC100288842","LOC100288842","TAD_1158"
"LOC100288846","LOC100288846","TAD_2888"
"LOC100289187","LOC100289187","TAD_3307"
"LOC100289341","LOC100289341","TAD_710"
"LOC100289495","LOC100289495","TAD_1103"
"LOC100289673","LOC100289673","TAD_685"
"LOC100293516","LOC100293516","TAD_2746"
"LOC100294145","LOC100294145","TAD_2551"
"LOC100294362","LOC100294362","TAD_2440"
"LOC100302650","LOC100302650","TAD_777"
"LOC100306951","LOC100306951","TAD_467"
"LOC100329109","LOC100329109","TAD_1595"
"LOC100335030","LOC100335030","TAD_1117"
"LOC100379224","LOC100379224","TAD_1997"
"LOC100499183","LOC100499183","TAD_2552"
"LOC100499467","LOC100499467","TAD_1200"
"LOC100499489","LOC100499489","TAD_2257"
"LOC100505483","LOC100505483","TAD_405"
"LOC100505495","LOC100505495","TAD_492"
"LOC100505536","LOC100505536","TAD_1049"
"LOC100505633","LOC100505633","TAD_651"
"LOC100505648","LOC100505648","TAD_275"
"LOC100505666","LOC100505666","TAD_119"
"LOC100505678","LOC100505678","TAD_3423"
"LOC100505681","LOC100505681","TAD_1029"
"LOC100505715","LOC100505715","TAD_392"
"LOC100505761;AX746750","LOC100505761;AX746750","TAD_2212"
"LOC100505783","LOC100505783","TAD_3332"
"LOC100505815","LOC100505815","TAD_2569"
"LOC100505876","LOC100505876","TAD_216"
"LOC100505918","LOC100505918","TAD_261"
"LOC100506012","LOC100506012","TAD_424"
"LOC100506023","LOC100506023","TAD_3654"
"LOC100506033","LOC100506033","TAD_61"
"LOC100506046","LOC100506046","TAD_254"
"LOC100506124","LOC100506124","TAD_3141"
"LOC100506136","LOC100506136","TAD_2684"
"LOC100506190","LOC100506190","TAD_1183"
"LOC100506233","LOC100506233","TAD_1483"
"LOC100506368","LOC100506368","TAD_771"
"LOC100506385","LOC100506385","TAD_2052"
"LOC100506409","LOC100506409","TAD_2944"
"LOC100506451","LOC100506451","TAD_2115"
"LOC100506462","LOC100506462","TAD_1345"
"LOC100506469;AX747325","LOC100506469;AX747325","TAD_2060"
"LOC100506540","LOC100506540","TAD_934"
"LOC100506548","LOC100506548","TAD_2726"
"LOC100506668","LOC100506668","TAD_1441"
"LOC100506686","LOC100506686","TAD_2927"
"LOC100506688","LOC100506688","TAD_837"
"LOC100506710","LOC100506710","TAD_3120"
"LOC100506713","LOC100506713","TAD_2136"
"LOC100506746","LOC100506746","TAD_1534"
"LOC100506757","LOC100506757","TAD_93"
"LOC100506779","LOC100506779","TAD_1648"
"LOC100506801","LOC100506801","TAD_3195"
"LOC100506810","LOC100506810","TAD_2684"
"LOC100506866","LOC100506866","TAD_2591"
"LOC100506895","LOC100506895","TAD_2257"
"LOC100506963","LOC100506963","TAD_1325"
"LOC100506990","LOC100506990","TAD_3468"
"LOC100507050","LOC100507050","TAD_1832"
"LOC100507117","LOC100507117","TAD_1727"
"LOC100507140","LOC100507140","TAD_313"
"LOC100507250","LOC100507250","TAD_1424"
"LOC100507266","LOC100507266","TAD_3328"
"LOC100507377","LOC100507377","TAD_561"
"LOC100507421","LOC100507421","TAD_605"
"LOC100507424","LOC100507424","TAD_3444"
"LOC100507433","LOC100507433","TAD_3680"
"LOC100507462","LOC100507462","TAD_2892"
"LOC100507463","LOC100507463","TAD_1158"
"LOC100507489","LOC100507489","TAD_2091"
"LOC100507495","LOC100507495","TAD_1002"
"LOC100507501","LOC100507501","TAD_1442"
"LOC100507547","LOC100507547","TAD_2591"
"LOC100507567","LOC100507567","TAD_2976"
"LOC100527964","LOC100527964","TAD_2192"
"LOC100630918","LOC100630918","TAD_2346"
"LOC113230","LOC113230","TAD_92"
"LOC113386","LOC113386","TAD_600"
"LOC127841","LOC127841","TAD_92"
"LOC139201","LOC139201","TAD_1361"
"LOC143666","LOC143666","TAD_1424"
"LOC144571","LOC144571","TAD_723"
"LOC145757","LOC145757","TAD_209"
"LOC145783","LOC145783","TAD_2414"
"LOC145820","LOC145820","TAD_1611"
"LOC145845","LOC145845","TAD_1192"
"LOC146336","LOC146336","TAD_230"
"LOC147727","LOC147727","TAD_570"
"LOC147804","LOC147804","TAD_2212"
"LOC148189","LOC148189","TAD_3328"
"LOC148413","LOC148413","TAD_429"
"LOC148696","LOC148696","TAD_2290"
"LOC148709","LOC148709","TAD_911"
"LOC149773","LOC149773","TAD_88"
"LOC150197","LOC150197","TAD_725"
"LOC150381","LOC150381","TAD_2888"
"LOC150776","LOC150776","TAD_541"
"LOC150935","LOC150935","TAD_1099"
"LOC152217","LOC152217","TAD_1049"
"LOC152742","LOC152742","TAD_3307"
"LOC153684","LOC153684","TAD_1968"
"LOC158572","LOC158572","TAD_3273"
"LOC200772","LOC200772","TAD_1977"
"LOC201617","LOC201617","TAD_1428"
"LOC201651","LOC201651","TAD_2749"
"LOC202781","LOC202781","TAD_1878"
"LOC220906","LOC220906","TAD_1484"
"LOC253039","LOC253039","TAD_2531"
"LOC253962","LOC253962","TAD_3364"
"LOC254128","LOC254128","TAD_1688"
"LOC255512","LOC255512","TAD_2672"
"LOC257358","LOC257358","TAD_1987"
"LOC282997","LOC282997","TAD_1192"
"LOC283104","LOC283104","TAD_525"
"LOC283403","LOC283403","TAD_1186"
"LOC283404","LOC283404","TAD_1503"
"LOC283693","LOC283693","TAD_275"
"LOC283710","LOC283710","TAD_1449"
"LOC283731","LOC283731","TAD_3110"
"LOC284023;AX746771","LOC284023;AX746771","TAD_1017"
"LOC284080","LOC284080","TAD_339"
"LOC284260","LOC284260","TAD_1530"
"LOC284385","LOC284385","TAD_605"
"LOC284454","LOC284454","TAD_1157"
"LOC284632","LOC284632","TAD_3121"
"LOC284751","LOC284751","TAD_1832"
"LOC284804","LOC284804","TAD_2164"
"LOC285033","LOC285033","TAD_1733"
"LOC285205","LOC285205","TAD_2603"
"LOC285965","LOC285965","TAD_130"
"LOC286190","LOC286190","TAD_1962"
"LOC338799;AK095700","LOC338799;AK095700","TAD_653"
"LOC338862","LOC338862","TAD_1794"
"LOC339290","LOC339290","TAD_2094"
"LOC339803","LOC339803","TAD_2159"
"LOC339894","LOC339894","TAD_837"
"LOC340037","LOC340037","TAD_2858"
"LOC340544","LOC340544","TAD_1732"
"LOC341056","LOC341056","TAD_2900"
"LOC344595","LOC344595","TAD_137"
"LOC348761","LOC348761","TAD_1681"
"LOC375190","LOC375190","TAD_766"
"LOC387723","LOC387723","TAD_3269"
"LOC388152;DQ576060;DQ601279","LOC388152;DQ576060;DQ601279","TAD_83"
"LOC388630","LOC388630","TAD_674"
"LOC388906","LOC388906","TAD_1036"
"LOC388948","LOC388948","TAD_2237"
"LOC389705","LOC389705","TAD_1648"
"LOC399715","LOC399715","TAD_2376"
"LOC399815","LOC399815","TAD_1628"
"LOC400027","LOC400027","TAD_1000"
"LOC400236","LOC400236","TAD_882"
"LOC400604","LOC400604","TAD_2320"
"LOC401010","LOC401010","TAD_540"
"LOC401052","LOC401052","TAD_1536"
"LOC401093","LOC401093","TAD_764"
"LOC401242","LOC401242","TAD_1610"
"LOC401320","LOC401320","TAD_3273"
"LOC402160","LOC402160","TAD_1295"
"LOC407835","LOC407835","TAD_2217"
"LOC439949","LOC439949","TAD_821"
"LOC440173","LOC440173","TAD_1264"
"LOC440288","LOC440288","TAD_2405"
"LOC440335","LOC440335","TAD_1253"
"LOC440356","LOC440356","TAD_171"
"LOC440600","LOC440600","TAD_2980"
"LOC440700","LOC440700","TAD_2405"
"LOC441204","LOC441204","TAD_2181"
"LOC441461","LOC441461","TAD_587"
"LOC441493","LOC441493","TAD_2238"
"LOC442459","LOC442459","TAD_3248"
"LOC494141","LOC494141","TAD_1679"
"LOC550112","LOC550112","TAD_2566"
"LOC553103","LOC553103","TAD_707"
"LOC554223","LOC554223","TAD_2777"
"LOC641364","LOC641364","TAD_93"
"LOC642852","LOC642852","TAD_3161"
"LOC643387","LOC643387","TAD_670"
"LOC643723","LOC643723","TAD_655"
"LOC643770","LOC643770","TAD_87"
"LOC643988","LOC643988","TAD_2900"
"LOC644189","LOC644189","TAD_1681"
"LOC644617","LOC644617","TAD_569"
"LOC644714","LOC644714","TAD_1609"
"LOC644936","LOC644936","TAD_2391"
"LOC644961","LOC644961","TAD_1364"
"LOC645249","LOC645249","TAD_835"
"LOC646851","LOC646851","TAD_1358"
"LOC647323","LOC647323","TAD_64"
"LOC647946","LOC647946","TAD_3009"
"LOC647979","LOC647979","TAD_2424"
"LOC648987","LOC648987","TAD_1158"
"LOC649395","LOC649395","TAD_313"
"LOC653160","LOC653160","TAD_2673"
"LOC653739","LOC653739","TAD_492"
"LOC654433","LOC654433","TAD_2196"
"LOC678655","LOC678655","TAD_2817"
"LOC727710","LOC727710","TAD_1350"
"LOC727896","LOC727896","TAD_1107"
"LOC728228","LOC728228","TAD_868"
"LOC728558","LOC728558","TAD_335"
"LOC728640","LOC728640","TAD_1787"
"LOC728723","LOC728723","TAD_643"
"LOC728739","LOC728739","TAD_622"
"LOC728743","LOC728743","TAD_898"
"LOC728752","LOC728752","TAD_985"
"LOC729013","LOC729013","TAD_1656"
"LOC729020","LOC729020","TAD_1297"
"LOC729041","LOC729041","TAD_3003"
"LOC729080","LOC729080","TAD_1036"
"LOC729603","LOC729603","TAD_115"
"LOC729609","LOC729609","TAD_2836"
"LOC729678","LOC729678","TAD_457"
"LOC729852","LOC729852","TAD_541"
"LOC730091","LOC730091","TAD_83"
"LOC730101","LOC730101","TAD_2886"
"LOC730227","LOC730227","TAD_1909"
"LOC730668","LOC730668","TAD_1442"
"LOC730755","LOC730755","TAD_1648"
"LOC731424;BC016366","LOC731424;BC016366","TAD_31"
"LOC731779","LOC731779","TAD_1732"
"LOC79015","LOC79015","TAD_1770"
"LOC80054","LOC80054","TAD_1962"
"LOC90784","LOC90784","TAD_1291"
"LOC91948","LOC91948","TAD_954"
"LOC93432","LOC93432","TAD_2182"
"LONRF3","LONRF3","TAD_657"
"LOX","LOX","TAD_2238"
"LOXL3","LOXL3","TAD_690"
"LPAR1","LPAR1","TAD_1587"
"LPAR5","LPAR5","TAD_264"
"LPCAT1","LPCAT1","TAD_524"
"LPCAT2","LPCAT2","TAD_2683"
